circrna_id,pathway,pvalue,enrichment_score,gene_count
circ_00101,RIG-I,0.029210044985392803,2.7611764626993947,32
circ_00102,TLR7/8,0.26372882264753605,1.123229058198894,46
circ_00103,NF-κB,0.047239525352438645,1.9397077326407428,27
circ_00104,RIG-I,0.4000021475327764,1.2863610044843201,79
circ_00105,MDA5,0.0037199329910898404,3.7410440583927334,72
circ_00106,TLR7/8,0.039396667931003125,3.561636584145668,95
circ_00107,NF-κB,0.03057026924025406,2.1211660313180407,48
circ_00108,NF-κB,0.04877896328358132,9.667925374507293,94
circ_00109,TLR7/8,0.011509079186041899,6.246716275068909,52
circ_00110,JAK-STAT,0.04394844720744111,7.391727341975489,60
circ_00111,PKR,0.04270389691173093,5.8213759047552776,90
circ_00112,JAK-STAT,0.4885340187891858,1.332987852113652,20
circ_00113,JAK-STAT,0.003278999759727556,8.939379981809186,77
circ_00114,RIG-I,0.03360205718098635,8.907864873698358,48
circ_00115,TLR7/8,0.04157634204045356,7.042973890144885,58
circ_00116,RIG-I,0.19731678174725326,1.1966454465792886,84
circ_00117,NF-κB,0.03422850546972209,3.273736347506723,38
circ_00118,RIG-I,0.3053932862942024,1.12641067897883,6
circ_00119,JAK-STAT,0.43986463446659774,0.6868934039883426,59
circ_00120,TLR7/8,0.014137946716419367,6.336745509610337,53
circ_00121,JAK-STAT,0.22687119401276812,1.009535737860791,93
circ_00122,NF-κB,0.23489371960083552,0.9951244786189908,16
circ_00123,MDA5,0.4525835888870363,1.1635876071429658,40
circ_00124,RIG-I,0.46482605136055344,0.6349983329798113,55
circ_00125,MDA5,0.027286026957501305,8.431547347003516,12
circ_00126,TLR7/8,0.031325049871591966,3.1689898248848563,8
circ_00127,RIG-I,0.030263234992304634,5.390057425162959,85
circ_00128,cGAS-STING,0.048970422466626376,2.824911706441394,57
circ_00129,TLR7/8,0.00902398367101449,3.04195648961956,90
circ_00130,JAK-STAT,0.18859119819949755,0.580269465879265,86
circ_00131,MDA5,0.1732102206033006,1.0147884822069473,71
circ_00132,JAK-STAT,0.34144545657330516,0.9482794834844401,8
circ_00133,JAK-STAT,0.2570157869802575,1.4318552656774375,37
circ_00134,NF-κB,0.18883350475770025,0.7501906352480849,57
circ_00135,TLR7/8,0.028628474013124995,2.237708797384356,96
circ_00136,MDA5,0.49088722776616067,0.7200404806033429,18
circ_00137,NF-κB,0.4812538938996155,0.89996856863981,6
circ_00138,PKR,0.013268795167211488,2.758669877079443,38
circ_00139,NF-κB,0.1744450300245452,0.7561917288020077,65
circ_00140,JAK-STAT,0.184361712212205,0.6715063492449694,64
circ_00141,TLR7/8,0.014785320998013041,7.368908824812836,37
circ_00142,MDA5,0.018054432159719493,8.77826577415891,72
circ_00143,JAK-STAT,0.1552505745337207,0.7436671398134688,71
circ_00144,cGAS-STING,0.26930279819703334,1.4089150134658697,84
circ_00145,cGAS-STING,0.03278466183412962,7.015762248313282,58
circ_00146,TLR7/8,0.04475156191750192,9.96365095678563,8
circ_00147,cGAS-STING,0.4476774233250911,0.6048073528668384,5
circ_00148,PKR,0.009529219300347981,2.196990544154996,97
circ_00149,NF-κB,0.025772576638300577,2.465782634239292,38
circ_00150,JAK-STAT,0.010692603076946215,4.756102085060911,83
circ_00151,NF-κB,0.012407963873332237,5.961402380535017,7
circ_00152,RIG-I,0.2698806335830702,0.5637809106131219,36
circ_00153,NF-κB,0.2603426041119893,1.4609569049668576,55
circ_00154,MDA5,0.013526853508732638,7.297853790297861,90
circ_00155,RIG-I,0.039904952336226804,8.461105026529582,13
circ_00156,JAK-STAT,0.14379852086884048,0.9893254684077083,67
circ_00157,MDA5,0.37514386663199195,1.141483668451205,34
circ_00158,TLR7/8,0.015509665747165335,2.4503493346475143,34
circ_00159,cGAS-STING,0.03091953309134265,8.12568490227601,28
circ_00160,PKR,0.009025067015776385,1.8899236791222584,36
circ_00161,RIG-I,0.028271487592006768,4.102160558212949,87
circ_00162,JAK-STAT,0.016476302506506068,9.015995031292979,98
circ_00163,MDA5,0.24929769694417422,0.6276649764914115,38
circ_00164,cGAS-STING,0.01039376671471108,9.831235529144601,25
circ_00165,PKR,0.014446857884776211,4.010786796171843,58
circ_00166,RIG-I,0.25990187972368284,0.6655324651404689,55
circ_00167,TLR7/8,0.25653470795787736,1.0336189501147195,5
circ_00168,JAK-STAT,0.03972572306032868,6.667175502268577,17
circ_00169,PKR,0.25173766971734,0.6376839082141461,94
circ_00170,JAK-STAT,0.11874226515736869,1.2144288571906734,79
circ_00171,TLR7/8,0.018084762491576794,3.9161346028478103,47
circ_00172,NF-κB,0.10053274646497688,0.5362108167559145,5
circ_00173,RIG-I,0.003950877802706482,6.430157849821359,45
circ_00174,TLR7/8,0.009374715516231397,3.1696635697489577,16
circ_00175,PKR,0.04399251975291067,1.8982266524195184,47
circ_00176,RIG-I,0.23908567004680903,1.223657894997101,59
circ_00177,PKR,0.2778607087362331,0.870609638458945,67
circ_00178,PKR,0.02418179778468264,4.93497563067699,46
circ_00179,NF-κB,0.046076221547799175,9.036265868441168,81
circ_00180,RIG-I,0.022998538586532336,6.431728988651082,56
circ_00181,cGAS-STING,0.29542187524875685,0.541215039018453,67
circ_00182,RIG-I,0.024159182824194998,3.334354911619995,58
circ_00183,MDA5,0.0486282816520931,9.386080986546368,27
circ_00184,RIG-I,0.4326726302551053,0.722915537513969,60
circ_00185,JAK-STAT,0.20936244008170105,0.5754309541337939,20
circ_00186,TLR7/8,0.025289182571250367,7.970955047103458,55
circ_00187,JAK-STAT,0.1046551258680351,0.5766567747999701,93
circ_00188,PKR,0.028707585717701746,2.484556498674646,20
circ_00189,cGAS-STING,0.02856669354248476,6.128184460030084,40
circ_00190,PKR,0.030176292486723814,2.806169860493153,83
circ_00191,NF-κB,0.04496181209512113,3.904952331955446,9
circ_00192,NF-κB,0.28678981859143526,0.8760543082827402,86
circ_00193,NF-κB,0.012804545428031309,3.7930614914656484,27
circ_00194,RIG-I,0.013741691084968439,6.167891655272296,98
circ_00195,RIG-I,0.015059230982636156,6.7328997401338135,89
circ_00196,MDA5,0.03260443035125154,8.312650304630342,80
circ_00197,NF-κB,0.21881173416892344,1.2616174685490158,5
circ_00198,PKR,0.29407417339433733,1.378429808028966,15
circ_00199,JAK-STAT,0.04631635645925635,8.607018644013236,10
circ_00200,JAK-STAT,0.01893945194097169,8.380145700548915,22
circ_00201,PKR,0.032182018491668615,2.2490161403326665,92
circ_00202,cGAS-STING,0.044165032568085245,2.6913427250052027,61
circ_00203,NF-κB,0.42769962974026854,1.214913960187931,52
circ_00204,JAK-STAT,0.11330067305321717,0.6847572757184692,55
circ_00205,MDA5,0.035258877923172484,8.239957761328887,98
circ_00206,MDA5,0.329761364182555,0.5380534339320031,89
circ_00207,TLR7/8,0.026274305799858563,8.888496627963885,82
circ_00208,PKR,0.00887032219055825,3.0562406182516932,61
circ_00209,MDA5,0.24081192179119126,1.0260082568675328,70
circ_00210,PKR,0.00177620027497185,8.598744126159634,5
circ_00211,PKR,0.0023907733884959096,6.258953838459301,21
circ_00212,RIG-I,0.1681172344987757,1.4988172162559967,7
circ_00213,NF-κB,0.4142333436725042,1.0322965075121306,32
circ_00214,RIG-I,0.04241991284297077,3.7302097140575428,38
circ_00215,NF-κB,0.022587129717008596,9.131723205201485,52
circ_00216,RIG-I,0.04176730898626362,6.827500003632424,65
circ_00217,NF-κB,0.014270763163970634,9.758634129959486,34
circ_00218,JAK-STAT,0.2322587171533185,1.2759259594720476,20
circ_00219,TLR7/8,0.04094255406417265,2.31383311308981,49
circ_00220,cGAS-STING,0.1735141841091367,1.0736739166395899,83
circ_00221,TLR7/8,0.04480225590569277,2.2496460451242695,48
circ_00222,cGAS-STING,0.33549147300829807,0.9210031458495147,60
circ_00223,cGAS-STING,0.024211498257867354,7.4637591212321945,10
circ_00224,PKR,0.017583001522975823,7.826052212398231,71
circ_00225,RIG-I,0.027086214017499506,8.438696676339898,10
circ_00226,JAK-STAT,0.028303096731591076,4.893214210918255,26
circ_00227,cGAS-STING,0.002875386421044315,7.497473911099658,46
circ_00228,RIG-I,0.04094038345053633,3.7775755340373363,72
circ_00229,TLR7/8,0.2105617172796036,1.0044971926968973,25
circ_00230,MDA5,0.39485177692181206,1.104135153199008,65
circ_00231,MDA5,0.029131462427875277,7.141247968442972,19
circ_00232,RIG-I,0.018052978932019452,9.932188347635583,47
circ_00233,RIG-I,0.16649093520037367,1.1397048256968576,41
circ_00234,RIG-I,0.03552238039817702,3.969760349066055,33
circ_00235,JAK-STAT,0.002571086015757504,5.28619597515829,77
circ_00236,JAK-STAT,0.037775934900310455,4.035642858539395,37
circ_00237,RIG-I,0.04116195711885319,3.4928861917790117,82
circ_00238,NF-κB,0.20426868282508562,0.6076061575959688,6
circ_00239,JAK-STAT,0.024989361680094396,2.3379428442160948,59
circ_00240,JAK-STAT,0.4894982488110605,0.7230838037444715,92
circ_00241,cGAS-STING,0.02539812298680995,9.097461957824782,92
circ_00242,RIG-I,0.1211946106371475,1.4450084662840532,74
circ_00243,NF-κB,0.006003904799368132,1.366208193959474,67
circ_00244,PKR,0.019806975797022206,3.9163257793596324,96
circ_00245,PKR,0.044650312936753464,6.769757194100421,16
circ_00246,cGAS-STING,0.018278719456728897,5.738709235380108,82
circ_00247,PKR,0.4163349933038366,1.0180620251532986,72
circ_00248,NF-κB,0.11951408475856172,1.2760253876033176,11
circ_00249,NF-κB,0.3945018356726788,0.9179568953626489,6
circ_00250,MDA5,0.0357848458075101,2.566717041561537,74
circ_00251,TLR7/8,0.017078020294682684,7.269492844738894,45
circ_00252,TLR7/8,0.026501421728277057,1.8929298047805598,68
circ_00253,JAK-STAT,0.037095835927312804,5.8191443797972635,93
circ_00254,MDA5,0.36061798876801043,0.556068085059037,5
circ_00255,PKR,0.04492560174451611,2.4266188322143534,60
circ_00256,NF-κB,0.04955549383442374,4.832647770358786,99
circ_00257,NF-κB,0.4691881946516332,0.8367535955716229,33
circ_00258,JAK-STAT,0.031195196063021815,2.0640119899397034,56
circ_00259,MDA5,0.020950842185518504,1.1334785718854334,22
circ_00260,JAK-STAT,0.012579404112809556,5.983701502734402,94
circ_00261,PKR,0.009390986864548385,3.229456200068226,97
circ_00262,PKR,0.00562964384262277,4.477653413262001,40
circ_00263,TLR7/8,0.044409458917928656,7.080042571948085,58
circ_00264,cGAS-STING,0.1699277449293109,1.264717478190724,53
circ_00265,RIG-I,0.2838561710645687,1.021539029113888,39
circ_00266,MDA5,0.4530678186276992,1.4651845179069949,64
circ_00267,cGAS-STING,0.030735226653011,5.731944850920915,87
circ_00268,RIG-I,0.008372266835062342,6.859075830904373,71
circ_00269,MDA5,0.32962344135079086,0.5354984902065585,93
circ_00270,RIG-I,0.02938969358370829,2.0427856298044276,48
circ_00271,PKR,0.027743176274630903,8.252266644326891,60
circ_00272,NF-κB,0.018760614422796484,5.083915797232461,16
circ_00273,MDA5,0.03750060229594975,9.533812569936424,60
circ_00274,PKR,0.1341840381699921,0.7117830658747275,43
circ_00275,PKR,0.04805307698385077,5.501621200936824,12
circ_00276,PKR,0.1785088149993735,1.4980007306958463,27
circ_00277,JAK-STAT,0.008552638061527762,6.184388578556099,92
circ_00278,MDA5,0.17785344868857364,0.7688162209520751,25
circ_00279,cGAS-STING,0.4082109558490046,0.8342719728723721,18
circ_00280,PKR,0.03499395716668391,8.267761849713581,88
circ_00281,cGAS-STING,0.04692488169449234,2.697747402369658,62
circ_00282,MDA5,0.005185287008422558,8.253434975359461,61
circ_00283,RIG-I,0.03256466093663287,1.9813077433868505,40
circ_00284,TLR7/8,0.01928445021197147,1.6006225879342588,46
circ_00285,RIG-I,0.047195326804701954,5.893816784316954,24
circ_00286,PKR,0.21057475144107546,1.3502698269750353,95
circ_00287,cGAS-STING,0.0029320329584547403,8.291369061462706,92
circ_00288,NF-κB,0.0018660417527421153,5.943818484375479,86
circ_00289,TLR7/8,0.0012157879309289655,7.22800170372037,99
circ_00290,TLR7/8,0.2034363292956813,1.4462257040959146,40
circ_00291,TLR7/8,0.02066959375688772,1.2536829265962666,86
circ_00292,TLR7/8,0.3745093252601568,0.8402879313500868,21
circ_00293,PKR,0.1968808400587963,1.2944818374962894,18
circ_00294,PKR,0.2633657031254598,0.6257299479533501,44
circ_00295,NF-κB,0.042388267241467645,3.039637746914132,15
circ_00296,JAK-STAT,0.021576498450350867,1.9180466222565902,22
circ_00297,NF-κB,0.025106369327598896,9.849405046659546,36
circ_00298,PKR,0.03685359201036786,4.275255691800614,48
circ_00299,TLR7/8,0.04898169080020188,2.098172574033767,71
circ_00300,cGAS-STING,0.0017077017122380737,7.849510253942341,91
circ_00301,TLR7/8,0.1467023859632712,0.8779525591350116,48
circ_00302,JAK-STAT,0.0059921192819310624,7.313315303778811,93
circ_00303,JAK-STAT,0.04568178113164094,1.9590296808573975,83
circ_00304,JAK-STAT,0.032155829584013466,7.167282098930281,17
circ_00305,TLR7/8,0.3287252913229666,0.9307585200582227,45
circ_00306,cGAS-STING,0.034655798369709515,4.3638234203822694,41
circ_00307,TLR7/8,0.3393580327243646,0.5884905536035491,18
circ_00308,cGAS-STING,0.006555845721056797,6.207880746254676,65
circ_00309,JAK-STAT,0.00987331108968113,6.235627081504546,77
circ_00310,RIG-I,0.2646842180990528,0.8162791332735939,75
circ_00311,PKR,0.15230858081737614,0.5934189276601599,60
circ_00312,PKR,0.13764967651647872,1.3162040334812677,68
circ_00313,MDA5,0.2562797517869543,1.4720992925417882,66
circ_00314,JAK-STAT,0.23582664550537122,0.6996200711918417,92
circ_00315,NF-κB,0.38386561354917803,0.8824710059685825,63
circ_00316,MDA5,0.14457596764404226,0.8196533485251981,36
circ_00317,cGAS-STING,0.03706985313637028,9.524328483774976,86
circ_00318,RIG-I,0.011615208988441764,9.660038594687485,80
circ_00319,MDA5,0.2743844672587593,1.0808318435721054,72
circ_00320,TLR7/8,0.2063139120066406,0.8221877283525995,35
circ_00321,NF-κB,0.19103007894346993,0.9407349312217318,29
circ_00322,RIG-I,0.2545734236088272,1.4964089340428128,5
circ_00323,MDA5,0.4428322297726933,0.9365480501665627,99
circ_00324,TLR7/8,0.024033318475959575,2.632546890802899,10
circ_00325,RIG-I,0.03311160210154049,3.0140551093620553,31
circ_00326,MDA5,0.0221033634854319,6.648065843851693,50
circ_00327,TLR7/8,0.026227230736498797,6.496952845871224,20
circ_00328,RIG-I,0.033935157687595606,7.352121202398772,26
circ_00329,RIG-I,0.04433702566645134,5.137056397265861,9
circ_00330,JAK-STAT,0.013292116882843971,9.211982193656233,48
circ_00331,JAK-STAT,0.468157041329463,0.8582769762129792,49
circ_00332,NF-κB,0.0419963919325734,4.129064108014353,33
circ_00333,cGAS-STING,0.016414660805521952,5.6153750484099865,47
circ_00334,RIG-I,0.025074929446655975,4.50949675321829,25
circ_00335,RIG-I,0.21448463551853492,0.8860968071969288,59
circ_00336,NF-κB,0.1627853176894879,0.6563920304246856,69
circ_00337,cGAS-STING,0.20020938584286796,0.5793017109788973,21
circ_00338,TLR7/8,0.444071181462233,0.6864673301021652,76
circ_00339,JAK-STAT,0.025671732995501677,5.409152655888415,7
circ_00340,PKR,0.19056301457502678,1.2323297158040927,65
circ_00341,JAK-STAT,0.030952800267065903,6.113721303131674,52
circ_00342,TLR7/8,0.46181004509022594,0.5426861847208403,22
circ_00343,MDA5,0.16866445703718616,1.133019018379127,70
circ_00344,MDA5,0.3359910340938945,0.9096904592466506,5
circ_00345,TLR7/8,0.46011954333526295,1.4892719088503297,84
circ_00346,RIG-I,0.3035576058728573,1.2619759085894144,58
circ_00347,NF-κB,0.028644623425780155,4.05741286806697,22
circ_00348,RIG-I,0.007253599282814817,5.206462348600421,16
circ_00349,JAK-STAT,0.24152469260842022,1.231415945880355,74
circ_00350,NF-κB,0.04491546034055995,5.326251310603386,38
circ_00351,PKR,0.008408008375941283,5.735971341329753,54
circ_00352,JAK-STAT,0.008263438196604767,3.749419357047497,29
circ_00353,PKR,0.3782748484213285,0.6837448254466563,73
circ_00354,PKR,0.040230165213614846,6.648200480510481,55
circ_00355,NF-κB,0.041796143012941205,2.7344995397917344,51
circ_00356,TLR7/8,0.4862803433055909,1.4745539005373338,54
circ_00357,NF-κB,0.26884829140102073,0.5486825709237313,18
circ_00358,TLR7/8,0.25995070970758527,1.3045313377182186,61
circ_00359,RIG-I,0.02206518669546041,4.201597991164546,88
circ_00360,RIG-I,0.0151923100147811,5.8776604889932536,36
circ_00361,TLR7/8,0.26566025159428075,1.014040605030836,49
circ_00362,MDA5,0.37188194190989454,0.7123308716059663,65
circ_00363,NF-κB,0.001777008310494042,9.883809120709692,91
circ_00364,cGAS-STING,0.4097056437943912,1.2976339343957688,36
circ_00365,TLR7/8,0.01654934159290447,4.506387385079379,32
circ_00366,TLR7/8,0.01962614182391458,5.5830295643216825,79
circ_00367,PKR,0.02722526517345412,5.1740847661645555,74
circ_00368,PKR,0.047015737182805634,8.640299076441424,35
circ_00369,PKR,0.005853062833731543,1.3959926507431284,90
circ_00370,PKR,0.005860731540401584,9.640463618890609,31
circ_00371,NF-κB,0.01639296632217422,9.065146786806988,74
circ_00372,TLR7/8,0.026038784656881597,2.80121337862774,78
circ_00373,JAK-STAT,0.004986276885134737,5.685700682988202,77
circ_00374,TLR7/8,0.14418583604051688,1.1529651803744276,33
circ_00375,MDA5,0.23225790179582792,0.7679343945117414,85
circ_00376,RIG-I,0.32484899255996014,1.1930770764770866,87
circ_00377,NF-κB,0.4304027204066255,0.5308672682883157,63
circ_00378,cGAS-STING,0.020537457154066633,3.3972876952962467,96
circ_00379,NF-κB,0.25158081719500647,0.5820278055760048,93
circ_00380,RIG-I,0.02182163527162307,8.864323455579786,35
circ_00381,RIG-I,0.3149950870671918,0.9028754651090969,78
circ_00382,TLR7/8,0.30541420523488966,1.4539022685778566,57
circ_00383,MDA5,0.015327234834434409,4.614475148854657,54
circ_00384,JAK-STAT,0.03191305619817953,5.3911432438054465,84
circ_00385,RIG-I,0.028622964019291586,2.154155763800591,78
circ_00386,PKR,0.03616121508724502,9.567624431794215,59
circ_00387,NF-κB,0.04932740784884609,5.989543771320527,33
circ_00388,cGAS-STING,0.007672893855752643,1.9583663742229338,67
circ_00389,cGAS-STING,0.016925848964670975,6.032252328059926,58
circ_00390,RIG-I,0.03912428988007377,2.4554470174291123,22
circ_00391,NF-κB,0.11193133589990306,0.9024763359374787,23
circ_00392,JAK-STAT,0.045732261369821774,4.907256530410042,10
circ_00393,PKR,0.04758316081173033,8.288881984172308,9
circ_00394,cGAS-STING,0.1024037721412293,1.3579052513792802,50
circ_00395,PKR,0.03640016266149062,1.7481543376447397,47
circ_00396,JAK-STAT,0.04692126585124575,7.360691608562241,44
circ_00397,TLR7/8,0.3723395660741011,1.4160664533470921,56
circ_00398,JAK-STAT,0.040873525865597005,5.207229165697433,77
circ_00399,TLR7/8,0.02676407615538628,8.955219729100117,40
circ_00400,RIG-I,0.02706059494056052,2.9115310485517294,98
circ_00401,PKR,0.002054654396170227,2.665718096128085,67
circ_00402,TLR7/8,0.11618632520478811,0.9376846452139428,73
circ_00403,NF-κB,0.03074637727173613,9.470889561752688,60
circ_00404,PKR,0.027045988325584584,1.345334616608175,27
circ_00405,RIG-I,0.015705687670239523,7.160656406584985,48
circ_00406,TLR7/8,0.3166562674408762,0.947554411672893,91
circ_00407,RIG-I,0.008013760120369756,1.01518576663117,83
circ_00408,NF-κB,0.38348244243937246,0.9485282410244316,53
circ_00409,NF-κB,0.03003199875172642,1.866783221635682,78
circ_00410,MDA5,0.4031086815003533,1.4585779044646103,80
circ_00411,JAK-STAT,0.035715537351514524,9.156164691948016,87
circ_00412,PKR,0.2995452135967752,0.6765242045483284,98
circ_00413,RIG-I,0.029159962435868814,7.397094665919869,35
circ_00414,JAK-STAT,0.03613609153090684,6.402287632037572,30
circ_00415,RIG-I,0.048449452921619694,4.096442976309705,98
circ_00416,JAK-STAT,0.48144691218410995,1.2234344277126281,84
circ_00417,PKR,0.013251599181231442,9.449407224678566,81
circ_00418,NF-κB,0.048466322240372915,1.487431446703297,97
circ_00419,TLR7/8,0.029975207967683104,6.872931714925421,76
circ_00420,PKR,0.4020855347312695,1.1453784115939771,74
circ_00421,PKR,0.047424952094096195,7.130899094266432,68
circ_00422,cGAS-STING,0.39923884584621805,0.8946761034890585,59
circ_00423,MDA5,0.007935342191188677,6.849673732278579,57
circ_00424,TLR7/8,0.007398507783911078,1.4678856954280977,90
circ_00425,JAK-STAT,0.3398070535236215,0.5613117571695188,41
circ_00426,RIG-I,0.29396558624686786,1.0971537833539542,29
circ_00427,MDA5,0.023668475540801266,8.107090191314711,90
circ_00428,TLR7/8,0.003039100764722454,3.0103863443646626,55
circ_00429,JAK-STAT,0.42465077953869235,1.0582399176106185,65
circ_00430,MDA5,0.3902252973620428,0.5121720534929999,5
circ_00431,cGAS-STING,0.11417634277292628,0.5364293182442924,79
circ_00432,TLR7/8,0.015952458728219068,2.5755069881676764,74
circ_00433,MDA5,0.014906377084777,7.331923335315099,58
circ_00434,PKR,0.11157517683038601,0.8000405393393631,66
circ_00435,NF-κB,0.008255356151476326,9.194772124809113,69
circ_00436,NF-κB,0.005872029739585609,7.442637980078945,32
circ_00437,cGAS-STING,0.029042530012359777,5.179150613125333,78
