circrna_id,pathway,pvalue,enrichment_score
circ_00079,TLR7/8,0.019306954983202448,3.729410917060514
circ_00080,cGAS-STING,0.02728310593746894,4.0315331507106364
circ_00081,NF-κB,0.04430383527078152,1.641983045514066
circ_00082,TLR7/8,0.027012678823782506,7.683391816873835
circ_00083,JAK-STAT,0.03320569763945474,5.725758170050065
circ_00084,NF-κB,0.007158456371130713,3.7030617542294424
circ_00085,JAK-STAT,0.012656655896453397,1.1770891944847566
circ_00086,PKR,0.004683656578949446,5.393364029789397
circ_00087,RIG-I,0.041223951747621,8.47665419849023
circ_00088,JAK-STAT,0.029165890192748282,4.9679880765045645
circ_00089,JAK-STAT,0.010096527066246253,3.6429140077635473
circ_00090,NF-κB,0.030217877544964654,4.9807536586663455
circ_00091,JAK-STAT,0.011341904218082326,1.55570557071719
circ_00092,RIG-I,0.004780379348794037,8.390276903538782
circ_00093,RIG-I,0.016845192192847202,3.159579868465425
circ_00094,cGAS-STING,0.012659087146313187,3.294953276306644
circ_00095,NF-κB,0.04625996817198353,7.069860698044491
circ_00096,cGAS-STING,0.005357790484256699,8.241546955273936
circ_00097,TLR7/8,0.0295768038813346,5.1046244866158474
circ_00098,MDA5,0.04936504247554885,8.622540726831222
circ_00099,PKR,0.043204976418331625,2.5393048588679394
circ_00100,RIG-I,0.04461932485199275,6.310036612891336
circ_00101,JAK-STAT,0.01632654990509059,4.662232744115988
circ_00102,RIG-I,0.005163287747818158,8.053923750625348
circ_00103,NF-κB,0.01836498395573794,3.7219830038484973
circ_00104,PKR,0.0025024911162346126,6.9192351574098
circ_00105,NF-κB,0.02756029472197004,9.526380291239322
circ_00106,PKR,0.02359578099001267,4.654373529175286
circ_00107,PKR,0.006886100123796875,3.686087852279051
circ_00108,NF-κB,0.007290886150671404,5.899643778095296
circ_00109,PKR,0.030710476686544298,8.822131409560221
circ_00110,JAK-STAT,0.010277165955166801,4.761951508925791
circ_00111,NF-κB,0.011972547295674468,1.2279901403538425
circ_00112,RIG-I,0.022321176040041926,1.3942157454469848
circ_00113,cGAS-STING,0.009657473588986804,1.5194361126411589
circ_00114,TLR7/8,0.003270065642469397,3.27837834739062
circ_00115,RIG-I,0.005821757239350368,4.9666114638059335
circ_00116,NF-κB,0.024742007922088482,2.2554862421927333
circ_00117,RIG-I,0.03846874025851993,2.0322952131408174
circ_00118,PKR,0.03199769700581792,1.9756911468672191
circ_00119,cGAS-STING,0.030981062079962617,5.013710427397284
circ_00120,RIG-I,0.04016726634947029,9.944708573535857
circ_00121,JAK-STAT,0.04039977308849,4.643664126814421
circ_00122,TLR7/8,0.019183318250444184,8.268466951702129
circ_00123,cGAS-STING,0.00943291249257222,8.643719472248838
circ_00124,NF-κB,0.031108768804318305,5.474078510730828
circ_00125,NF-κB,0.04972555555650238,6.529449016606788
circ_00126,NF-κB,0.0018918408378968531,9.37052020966942
circ_00127,RIG-I,0.027508405634653926,8.4164808448301
circ_00128,RIG-I,0.046867388891248446,4.875734288680768
circ_00129,NF-κB,0.03722080909803826,6.5340051334048805
circ_00130,cGAS-STING,0.004808996006037916,8.965383159849729
circ_00131,PKR,0.011268399156043822,4.105250541090862
circ_00132,MDA5,0.02656475756367642,1.7179690114336286
circ_00133,NF-κB,0.03785840726603665,3.8702089277824214
circ_00134,MDA5,0.021854374619290337,6.712072027095272
circ_00135,JAK-STAT,0.04188058881722512,7.888158831580776
circ_00136,TLR7/8,0.02600062017137493,9.436391683050358
circ_00137,MDA5,0.0229053275741173,3.8290609410416234
circ_00138,TLR7/8,0.028663217728833023,5.111072322817784
circ_00139,MDA5,0.031083229010864636,8.400781292278502
circ_00140,cGAS-STING,0.02307898017923459,7.360138164470267
circ_00141,TLR7/8,0.0446509388230181,7.786924567358202
circ_00142,TLR7/8,0.03639201569596278,1.414030566243063
circ_00143,NF-κB,0.021984942473996003,3.998280792555695
circ_00144,JAK-STAT,0.020903432991991197,7.843342906400156
circ_00145,RIG-I,0.017478184580231863,3.5586128174279072
circ_00146,cGAS-STING,0.036965657805219085,3.497397963432988
circ_00147,RIG-I,0.04142370007105025,2.425063042819145
circ_00148,TLR7/8,0.013636212576502757,9.485866148693026
circ_00149,NF-κB,0.006853033273154692,7.983019941748374
circ_00150,RIG-I,0.016824600924966,9.362592710944638
circ_00151,cGAS-STING,0.017038479663290983,9.719084522733741
circ_00152,NF-κB,0.041345920279735916,3.4975250850588098
circ_00153,cGAS-STING,0.044868788679956584,5.445233981001545
circ_00154,JAK-STAT,0.011049504544992313,3.338188227379359
circ_00155,RIG-I,0.03290428510836437,5.335729609356097
circ_00156,PKR,0.03411787945908156,9.487500633000968
circ_00157,JAK-STAT,0.046615668977599084,3.569257580313785
circ_00158,PKR,0.008739532886004663,5.2194932649530275
circ_00159,MDA5,0.022965773939984786,2.4662742022111086
circ_00160,cGAS-STING,0.028867361034885478,7.706742894724411
circ_00161,MDA5,0.03240813857352734,2.775352572166284
circ_00162,TLR7/8,0.016008891165997758,4.643148468160527
circ_00163,JAK-STAT,0.029894197497135334,2.40421157003237
circ_00164,JAK-STAT,0.040457369247495455,8.284042110389262
circ_00165,RIG-I,0.01930199461296727,2.6474530409473953
circ_00166,RIG-I,0.03698266980282263,8.75350423701795
circ_00167,cGAS-STING,0.03831472802271828,8.926819196496801
circ_00168,cGAS-STING,0.03108002254453784,4.752016628645411
circ_00169,PKR,0.01831970950519941,9.045529435987751
circ_00170,MDA5,0.04855299855342024,5.793443101864195
circ_00171,NF-κB,0.015763108162843497,9.535070118404548
circ_00172,cGAS-STING,0.023738104673166376,6.856346407445811
circ_00173,NF-κB,0.010542057169585051,3.6392898452873714
circ_00174,NF-κB,0.0451160122082034,3.4726989871356286
circ_00175,PKR,0.0034296523900118163,2.962823195915659
circ_00176,JAK-STAT,0.011441818311775265,3.347291225819259
circ_00177,JAK-STAT,0.003017195552137636,6.685024686022874
circ_00178,TLR7/8,0.046419893987107844,5.5611972360347135
circ_00179,JAK-STAT,0.03357405664279719,1.3681696315998975
circ_00180,PKR,0.029971246677100216,4.82076880125368
circ_00181,TLR7/8,0.04022606272997598,9.891939804535472
circ_00182,cGAS-STING,0.01168803198714764,9.917826831292682
circ_00183,TLR7/8,0.0350341013957571,8.942378005008084
circ_00184,TLR7/8,0.03251386064026551,9.632275968524501
circ_00185,JAK-STAT,0.04285347963940478,7.084594730487622
circ_00186,MDA5,0.018489936247857476,9.899499705188731
circ_00187,JAK-STAT,0.02928431927769106,6.09849605544802
circ_00188,PKR,0.04902616885606534,3.5308145302620497
circ_00189,TLR7/8,0.018749251251030614,9.320508790639986
circ_00190,TLR7/8,0.026170999710458887,1.248270326883616
circ_00191,PKR,0.025409914836892342,5.08883861404633
circ_00192,TLR7/8,0.01899608105504101,3.199938425014314
circ_00193,RIG-I,0.0075381498555153895,6.838255380158903
circ_00194,cGAS-STING,0.003375652877206333,3.447620487219921
circ_00195,PKR,0.0014999913407555967,1.6074911285401763
circ_00196,RIG-I,0.002264675497411603,6.758077947479389
circ_00197,PKR,0.04507114040645917,1.7948524362498013
circ_00198,JAK-STAT,0.019678248777216446,1.2167548926159726
circ_00199,RIG-I,0.015382210306896914,7.922467840533143
circ_00200,NF-κB,0.03576300565635221,2.8161009428548516
circ_00201,RIG-I,0.012707278139190387,1.731837629595054
circ_00202,cGAS-STING,0.036098154871793624,3.0097933057635
circ_00203,TLR7/8,0.011196738384939627,4.456416037804345
circ_00204,RIG-I,0.0439949183522154,2.3796121337640237
circ_00205,RIG-I,0.01826990652972118,5.3217909570407755
circ_00206,cGAS-STING,0.02461754842270285,1.2627073567253992
circ_00207,NF-κB,0.048857541998028185,9.6580507707396
circ_00208,MDA5,0.04275386833436401,7.65811605191332
circ_00209,JAK-STAT,0.0028639173531009084,5.395033221663497
circ_00210,TLR7/8,0.021041806734490725,8.28806381928991
circ_00211,cGAS-STING,0.0018138579330354912,2.267854603247288
circ_00212,PKR,0.009534794574496009,2.108099182271398
circ_00213,cGAS-STING,0.0399581008654693,4.40425962051429
circ_00214,JAK-STAT,0.014197135773937525,9.719957736601899
circ_00215,RIG-I,0.01714610447657565,1.1008494382609428
circ_00216,cGAS-STING,0.044548254423041715,2.064203815713843
circ_00217,PKR,0.02668250251325028,8.113077169755236
circ_00218,NF-κB,0.047981369517979794,4.470067216826051
circ_00219,cGAS-STING,0.01329252723411789,2.118396172355954
circ_00220,cGAS-STING,0.03425202523856333,8.930932984733815
circ_00221,cGAS-STING,0.016113095835899524,7.913423408407633
circ_00222,RIG-I,0.02995956628123052,5.492309759658037
circ_00223,NF-κB,0.037988722769490946,9.985638439384346
circ_00224,MDA5,0.04143460975254035,7.282032932542438
circ_00225,MDA5,0.017926113173739076,6.098155677382082
circ_00226,RIG-I,0.043440694103472434,1.2628524808954493
circ_00227,JAK-STAT,0.04926003076097964,8.395748998889644
circ_00228,RIG-I,0.03773350499378415,4.617546395547803
circ_00229,JAK-STAT,0.03455111235447491,1.3707305522768318
circ_00230,cGAS-STING,0.04776603449361471,1.5558751852255994
circ_00231,cGAS-STING,0.043512437538508614,7.586133106817641
circ_00232,cGAS-STING,0.011532895473192861,4.731817773035424
circ_00233,NF-κB,0.023739951472533802,3.353839195993799
circ_00234,MDA5,0.03111601855911153,1.4561691350658017
circ_00235,TLR7/8,0.028336667363976803,8.449756435810272
circ_00236,JAK-STAT,0.02480582594781224,2.3464773684164273
circ_00237,JAK-STAT,0.04906942531927166,8.740170631015776
circ_00238,RIG-I,0.004554659118072812,2.60593438461622
circ_00239,TLR7/8,0.030286877366660907,7.2819518764523234
circ_00240,MDA5,0.017445124005778814,9.913371654296613
circ_00241,RIG-I,0.047185245833866025,2.486804753436004
circ_00242,NF-κB,0.03838652779934713,8.85229084488204
circ_00243,MDA5,0.006649627405908986,8.450214353113026
circ_00244,cGAS-STING,0.01596516477791096,5.881106876977967
circ_00245,MDA5,0.040988316201180534,1.6873693660331697
circ_00246,MDA5,0.0220139035497769,6.196767574849765
circ_00247,RIG-I,0.002859988536322097,1.9792361655676118
circ_00248,PKR,0.027942907047227104,5.4134344717028355
circ_00249,RIG-I,0.02974867051807332,6.549039831556946
circ_00250,TLR7/8,0.027367489533361267,8.494685062160308
circ_00251,cGAS-STING,0.023243031258090636,8.136272079671652
circ_00252,NF-κB,0.02689719035169736,6.771618383126631
circ_00253,PKR,0.04776275972161633,2.5018540100469853
circ_00254,RIG-I,0.007422565036466571,9.448947625958983
circ_00255,PKR,0.03348549876590046,6.688547391640359
circ_00256,PKR,0.008130785910863301,6.120985072271981
circ_00257,cGAS-STING,0.0030106144671951376,5.656852279413611
circ_00258,JAK-STAT,0.03984223557804005,3.470523011579948
circ_00259,TLR7/8,0.03430211601242189,3.5744429828819975
circ_00260,JAK-STAT,0.028357122426068058,8.338416806282346
circ_00261,JAK-STAT,0.0033135281942798358,3.725680015735087
circ_00262,PKR,0.01676729978738268,1.1308625589826389
circ_00263,PKR,0.04071842843409947,4.682966327941379
circ_00264,cGAS-STING,0.046678996063516054,7.342399856560113
circ_00265,NF-κB,0.03951737790977618,5.069071390785526
circ_00266,RIG-I,0.016187250147781187,6.32007618000825
circ_00267,RIG-I,0.017274997597079244,7.740765110493965
circ_00268,RIG-I,0.003010732545102432,3.0071904609670175
circ_00269,cGAS-STING,0.02973072681796688,7.01439658381114
circ_00270,RIG-I,0.008555721063537485,7.399055752141851
circ_00271,NF-κB,0.023851763972028244,7.455378360247435
circ_00272,cGAS-STING,0.01957449379082604,9.668504966967298
circ_00273,TLR7/8,0.008519227879344057,6.024310104352776
circ_00274,RIG-I,0.03388577632258781,5.126461710583515
circ_00275,NF-κB,0.01888144208225567,3.653598107333293
circ_00276,PKR,0.00882468379592323,7.340864485982201
circ_00277,TLR7/8,0.021983659518482645,7.547303832973962
circ_00278,RIG-I,0.04295735165476841,1.8424958186917921
circ_00279,RIG-I,0.014473399662934813,3.3664424712184413
circ_00280,TLR7/8,0.030044159208458553,9.705501686811436
circ_00281,cGAS-STING,0.022047632415036964,9.814291871284857
circ_00282,RIG-I,0.005371294908611779,5.859102033050291
circ_00283,PKR,0.008026567502265602,2.015303170031765
circ_00284,cGAS-STING,0.024551020938759213,7.56219544762123
circ_00285,NF-κB,0.04190088842372388,8.608423998111974
circ_00286,PKR,0.0035592696197114756,2.437694444459203
circ_00287,JAK-STAT,0.04334214159109751,3.6930549750982724
circ_00288,PKR,0.037373652309281975,4.547156768793672
circ_00289,MDA5,0.0193492246235859,8.372909358618365
circ_00290,TLR7/8,0.0015068341320641349,9.232445651123843
circ_00291,NF-κB,0.009711516787209926,5.885801821847679
circ_00292,RIG-I,0.012207962448472994,9.251564395651515
circ_00293,NF-κB,0.015121403710377193,3.483948248704862
circ_00294,TLR7/8,0.022590030734617607,9.79802151768476
circ_00295,cGAS-STING,0.025522491004382943,5.705316238364267
circ_00296,PKR,0.0010336299702275384,8.892560294482198
circ_00297,cGAS-STING,0.04720244357878152,3.4467054495481393
circ_00298,RIG-I,0.04094191216154523,3.925437408978521
circ_00299,RIG-I,0.0331686833090541,5.472948965068586
circ_00300,NF-κB,0.021779780241625846,4.655905629836206
circ_00301,PKR,0.0281756485098736,5.656321169770633
circ_00302,MDA5,0.02553819095159049,4.906482250723259
circ_00303,RIG-I,0.031335547701288935,8.827721002842779
circ_00304,PKR,0.012566203552368854,8.70670327843361
circ_00305,cGAS-STING,0.009642986598708523,3.1689037619154843
circ_00306,TLR7/8,0.009093293208647213,6.822099204676606
circ_00307,TLR7/8,0.049436791490062026,5.3420369536890595
circ_00308,PKR,0.04883654537715798,1.231574550052591
circ_00309,RIG-I,0.04189591721121729,6.477052124172166
circ_00310,TLR7/8,0.030726452000770035,4.984276930956652
circ_00311,TLR7/8,0.038230711892349195,6.55052696757612
circ_00312,cGAS-STING,0.027366566331716212,4.861324407027957
circ_00313,MDA5,0.0333346235973809,9.962777033319762
circ_00314,PKR,0.03705710117741629,9.68569629948633
circ_00315,JAK-STAT,0.04162454196412431,5.414362226217935
circ_00316,cGAS-STING,0.020316924002483774,7.849769288419153
circ_00317,TLR7/8,0.048186662078082525,2.917622495522603
circ_00318,PKR,0.01687702115512318,1.5959955890836135
circ_00319,TLR7/8,0.034228151330846064,6.183298908738544
circ_00320,TLR7/8,0.004082342563340254,5.844302461767174
circ_00321,cGAS-STING,0.022108097232087575,5.014035764417625
circ_00322,PKR,0.018132598450907346,5.042819801415064
circ_00323,NF-κB,0.0386980668761363,5.76079963503849
circ_00324,MDA5,0.047309115693104295,8.272581610162243
circ_00325,PKR,0.003869963787925487,1.9537192109962076
circ_00326,PKR,0.0040871681065769855,4.43782410520477
circ_00327,MDA5,0.03787121206596439,1.4355223367815957
circ_00328,MDA5,0.01659567973752875,2.8066408027600476
circ_00329,RIG-I,0.03977560187082073,5.052268589278926
circ_00330,TLR7/8,0.03938014186295055,7.857373059885458
circ_00331,cGAS-STING,0.005338922555842451,1.5564796796371183
circ_00332,NF-κB,0.028280137746084743,8.419595452382591
circ_00333,RIG-I,0.02283096823076318,9.945547450792285
circ_00334,NF-κB,0.016662441091050074,4.475876265824428
circ_00335,MDA5,0.018556746983725527,2.8164585750175473
circ_00336,NF-κB,0.03398325559134091,4.1406789549886724
circ_00337,PKR,0.029196790127234862,3.3143450311237523
circ_00338,JAK-STAT,0.03347792933945621,4.235089734161801
circ_00339,RIG-I,0.041715626984620634,6.965196005747299
circ_00340,PKR,0.040017351689479994,3.856866481715476
circ_00341,PKR,0.008669049899559862,4.939262865167785
circ_00342,cGAS-STING,0.048499969276089676,1.7156549440936086
circ_00343,MDA5,0.03314386969969044,8.152175593632041
circ_00344,TLR7/8,0.017873071714306906,5.716421456356134
circ_00345,TLR7/8,0.044735069615633845,7.91353650612222
circ_00346,cGAS-STING,0.044243841458895296,1.883041342097037
circ_00347,JAK-STAT,0.008763737737516483,6.43452537872309
circ_00348,cGAS-STING,0.03193022782324586,4.86145656648497
circ_00349,RIG-I,0.005354523218847129,7.210618177336092
circ_00350,RIG-I,0.034268028329893105,3.208863755337584
circ_00351,TLR7/8,0.03163888150626082,8.353070501421552
circ_00352,TLR7/8,0.030761536937544555,6.691153786493828
circ_00353,cGAS-STING,0.010939800683527429,3.939358604668149
circ_00354,cGAS-STING,0.04169656615549021,7.363926533547633
circ_00355,RIG-I,0.04172423641901126,9.242665595137222
circ_00356,cGAS-STING,0.01620533822129605,6.498002731166203
circ_00357,TLR7/8,0.01668074153825888,8.778990456540537
circ_00358,PKR,0.008591595942153972,8.618040726860572
circ_00359,MDA5,0.04177667476510305,1.977081758760748
circ_00360,NF-κB,0.02152552399083102,2.5335324462340947
circ_00361,RIG-I,0.02205571624869857,8.906645614296306
circ_00362,cGAS-STING,0.03530748910549428,1.7884351881858813
circ_00363,MDA5,0.03584776187268019,3.3461162899705577
circ_00364,cGAS-STING,0.024777355113269804,5.828957502937395
circ_00365,RIG-I,0.0223247996598023,3.8701339251207605
circ_00366,MDA5,0.04199931774239064,3.6491639197528314
circ_00367,MDA5,0.021333262090725787,1.9928525396394503
circ_00368,MDA5,0.03177520103261945,9.076375099598025
circ_00369,RIG-I,0.040827391437559986,6.150700608418733
circ_00370,TLR7/8,0.03926099720089082,4.857224545325426
circ_00371,RIG-I,0.04837275043428582,2.126239143011197
circ_00372,MDA5,0.04498799224899464,7.287648390676836
circ_00373,TLR7/8,0.002122663230844677,5.948643325423147
circ_00374,MDA5,0.0039794769647001705,1.4539841211914317
circ_00375,NF-κB,0.04242440653419779,2.5673429472150033
circ_00376,RIG-I,0.005548304079569115,1.35139838641421
circ_00377,RIG-I,0.010216968985041604,9.827910320965032
circ_00378,JAK-STAT,0.01180051722700234,4.999976038194035
circ_00379,PKR,0.04848219980709824,8.932874727127471
circ_00380,cGAS-STING,0.04675377091630117,4.365007330541843
circ_00381,MDA5,0.03777903285492078,2.606768944098089
circ_00382,JAK-STAT,0.0441629506610285,8.688642282285556
circ_00383,cGAS-STING,0.0032864718893531927,2.5361991305065965
circ_00384,JAK-STAT,0.013421407392796524,8.96731877776725
circ_00385,RIG-I,0.04030859695280072,2.498248102417907
circ_00386,PKR,0.04353990881559316,8.376480914528223
circ_00387,RIG-I,0.023717056829784908,5.254930024486197
circ_00388,TLR7/8,0.036312360405758,9.663974024455445
circ_00389,RIG-I,0.04573928869830037,3.319830336305966
circ_00390,JAK-STAT,0.0010834901914471159,1.8886899083978008
circ_00391,PKR,0.010376990240445166,6.920645566524915
circ_00392,JAK-STAT,0.013138956673716104,7.768483234770231
circ_00393,MDA5,0.010521360739567165,6.364725620424654
circ_00394,NF-κB,0.0036783797374290144,6.454537049355267
circ_00395,JAK-STAT,0.0015457749666432682,9.569936523331538
circ_00396,JAK-STAT,0.035334177926864246,2.835060201103471
circ_00397,RIG-I,0.0342700131222192,4.496432891863059
circ_00398,MDA5,0.024611486692539413,7.9629967835921125
circ_00399,NF-κB,0.016053115344743865,5.942996524768916
circ_00400,NF-κB,0.04095164405922293,4.47374531909251
circ_00401,PKR,0.02565163048354121,8.986814427205239
circ_00402,MDA5,0.02691396944685439,9.889681434010406
circ_00403,PKR,0.04748306246466696,3.3509792951219812
circ_00404,RIG-I,0.04178233945220032,1.2054197081479634
circ_00405,PKR,0.013353218950877158,8.386870523301994
circ_00406,cGAS-STING,0.03942810138370086,2.138510030958676
circ_00407,JAK-STAT,0.03911172658377101,1.6696605552572357
circ_00408,NF-κB,0.04841747986566549,4.528956884325222
circ_00409,TLR7/8,0.042129636216575894,2.697955814237121
circ_00410,RIG-I,0.0030142311439767867,2.9341935080793085
circ_00411,JAK-STAT,0.04178016224950205,4.258064177588507
circ_00412,RIG-I,0.013266230577233955,2.3834675615916723
circ_00413,NF-κB,0.006530765036416039,4.578316449447243
circ_00414,TLR7/8,0.008401341258370922,1.6692318042933616
circ_00415,RIG-I,0.0062506568098462875,3.848298059933888
circ_00416,NF-κB,0.0221765827007956,6.7660043877104465
circ_00417,JAK-STAT,0.03684025892809607,4.656173702612341
circ_00418,MDA5,0.016968008560164886,2.6790747356005644
circ_00419,NF-κB,0.041128039769060334,8.0862230891344
circ_00420,cGAS-STING,0.028400284969807812,3.056337887533898
circ_00421,MDA5,0.02342090495656523,7.01145893684632
circ_00422,cGAS-STING,0.013116928926103003,1.0447183586944409
circ_00423,TLR7/8,0.037319283613903714,5.434650158549723
circ_00424,PKR,0.024267053813388017,2.244769383212932
circ_00425,RIG-I,0.012758364129328601,3.694954398569545
circ_00426,JAK-STAT,0.01292790322722891,9.245375529832813
circ_00427,NF-κB,0.024257987237523378,8.03818864372397
circ_00428,PKR,0.02288832030917558,9.41833135425907
circ_00429,PKR,0.047210494832416815,9.924149397737917
circ_00430,PKR,0.02848219302114203,7.286420073889225
circ_00431,RIG-I,0.009918685077099944,6.286372809006387
circ_00432,NF-κB,0.04221010981523718,3.4945155358687017
circ_00433,TLR7/8,0.013366313118845667,1.8403284773261155
circ_00434,PKR,0.005454997394883005,6.156873464342131
circ_00435,RIG-I,0.04433120169293542,7.168863529355663
circ_00436,TLR7/8,0.029767004363984564,5.114852400501887
circ_00437,MDA5,0.015710017670095947,8.68212432585544
circ_00438,NF-κB,0.02599702173564776,1.640075369002727
circ_00439,RIG-I,0.01596647132675419,7.5606260100684946
circ_00440,PKR,0.022752760450106862,5.751312710474114
circ_00441,RIG-I,0.04497569664817785,7.685486996906438
circ_00442,RIG-I,0.004643585102178485,7.533973489682013
circ_00443,PKR,0.009091688280974945,5.119360920756126
circ_00444,RIG-I,0.033773867951100676,4.656922412465898
circ_00445,TLR7/8,0.009087686566325508,3.6307169015927614
circ_00446,JAK-STAT,0.0016785772083185945,8.247243518293814
circ_00447,cGAS-STING,0.004371020141686029,2.00381189009253
circ_00448,MDA5,0.03284115155488439,8.262988418652245
circ_00449,PKR,0.040426905876508434,3.64810144137176
circ_00450,PKR,0.016051555305446528,4.158511490217929
circ_00451,MDA5,0.04592779413105769,7.532638616885928
circ_00452,JAK-STAT,0.040238623897537705,8.886194930335417
circ_00453,RIG-I,0.0086095702076797,9.99170928422386
circ_00454,JAK-STAT,0.00885633151162335,9.672598836846738
circ_00455,PKR,0.015040915343629634,7.165728399127879
circ_00456,NF-κB,0.03738402019494828,5.438277137955234
circ_00457,NF-κB,0.004373300396586317,1.2767541906165052
circ_00458,PKR,0.03767358414646588,8.702113771960688
circ_00459,JAK-STAT,0.03632636229165531,1.9504370842204946
circ_00460,TLR7/8,0.013584241126632323,2.5693271845178747
circ_00461,NF-κB,0.015865098398384344,3.635491622660686
circ_00462,MDA5,0.0069807034361125085,7.192159662663198
circ_00463,PKR,0.047436633600786066,6.3291610274735985
circ_00464,TLR7/8,0.036314969129239025,6.285272601397804
circ_00465,PKR,0.048589150120172564,2.974551132855938
circ_00466,NF-κB,0.0030920147973466008,5.962595009537184
circ_00467,PKR,0.01895362156140353,4.5672786893001405
circ_00468,MDA5,0.013623871994874456,2.4757090194619726
circ_00469,MDA5,0.037036028040718504,1.6680670401428288
circ_00470,JAK-STAT,0.03721248466318078,2.8784857782412834
circ_00471,MDA5,0.01609775587638481,1.1688684905681526
