circrna_id,cell_type,expression_mean,expression_std,detection_rate
circ_00046,B cells,6.649350071440726,1.1243136558759974,0.1616404695713916
circ_00047,B cells,2.6008201460139704,1.7480917615329572,0.5081713294391225
circ_00048,B cells,7.0095363634127565,1.84637963222049,0.2756419545132909
circ_00049,Dendritic cells,9.503242647808133,0.43115691719420246,0.39095655337141877
circ_00050,CD4+ T cells,6.805883998444732,1.8989369891726673,0.9814595544535918
circ_00051,CD4+ T cells,0.6864544301025821,0.7361343166787526,0.4257906643085645
circ_00052,CD4+ T cells,6.510379977223244,0.7049613885203942,0.2560381258224993
circ_00053,CD8+ T cells,6.032399315507129,0.86335218551157,0.40137348521363414
circ_00054,B cells,1.7503557436017114,1.9441059182724825,0.5609494017393487
circ_00055,Dendritic cells,7.636473493765782,0.9662180447318494,0.7570215555177915
circ_00056,Dendritic cells,3.88645692366877,1.9811646106933152,0.9119037659116294
circ_00057,NK cells,5.5532124087782595,1.8755474977923887,0.5776140159104738
circ_00058,CD4+ T cells,3.132861846418656,0.44968660188409637,0.9649982216742583
circ_00059,Dendritic cells,0.042253551111661736,1.8454542275416586,0.8079744531915659
circ_00060,NK cells,3.4286134766756593,1.2487723930427252,0.5097654809750294
circ_00061,Macrophages,1.9160539385276565,1.2090183589704568,0.4247274436950864
circ_00062,CD4+ T cells,1.6367514121780968,0.46696739329585824,0.8172858543234045
circ_00063,Dendritic cells,9.316586688687119,1.8743017359841012,0.7914045988484064
circ_00064,NK cells,4.859488869826113,0.886081431950513,0.9126012431838916
circ_00065,B cells,5.807522786181533,1.2594370649478628,0.3558952727276302
circ_00066,NK cells,1.2902709959411185,1.2564521540428197,0.40161755885134764
circ_00067,CD8+ T cells,3.557661018483919,1.125087501157072,0.8552001253268179
circ_00068,CD4+ T cells,9.713290085716556,1.1496610031975203,0.8160370956134861
circ_00069,Dendritic cells,7.959134143314801,1.6161214772068666,0.8615939065949505
circ_00070,Dendritic cells,4.263747529850254,1.4682384451192458,0.2665665925581706
circ_00071,Macrophages,4.996124864589765,0.457685265876159,0.4561803836400743
circ_00072,CD4+ T cells,2.143818466024637,1.1100571519325473,0.13206530011788128
circ_00073,NK cells,6.169161725104708,0.7888119408539005,0.307784352931158
circ_00074,CD8+ T cells,4.522015459127964,1.0519307137287786,0.9438481643674517
circ_00075,CD4+ T cells,6.559032639669743,1.8184880981315061,0.8277389993187284
circ_00076,NK cells,1.9758856590033191,1.4442159023243522,0.3583674928343168
circ_00077,CD4+ T cells,1.9862179887497766,1.8550451579257703,0.8446476165414907
circ_00078,B cells,5.397446791597295,0.7349333848563151,0.8403874519740705
circ_00079,CD8+ T cells,4.214804404562825,0.3539472570495572,0.3857735714467677
circ_00080,CD4+ T cells,1.833411923675169,1.1197366319075712,0.9318971738805389
circ_00081,NK cells,7.292070641275483,0.38574502380219067,0.8205008050815378
circ_00082,Dendritic cells,9.255639159909864,0.7960767283781005,0.44722560700321456
circ_00083,Macrophages,4.5855049084851585,1.715634694490758,0.8945732753013304
circ_00084,B cells,6.779386607798051,1.0065770158427858,0.7548056507551477
circ_00085,B cells,5.147066068134794,1.9220264319990898,0.4476828808997031
circ_00086,CD8+ T cells,3.532629516538879,0.515062764814338,0.30651583322732245
circ_00087,Dendritic cells,0.8240090420646273,1.2396409383193006,0.6384343684268278
circ_00088,NK cells,8.585589500183335,0.8045853198326349,0.8007958830915922
circ_00089,B cells,2.860587695691356,0.5948719243424858,0.2952008611135972
circ_00090,B cells,0.8786816790966823,1.49088971462333,0.7253484057649687
circ_00091,NK cells,1.4855642028180849,1.2346380829518022,0.2815922431209253
circ_00092,CD8+ T cells,6.441505880632824,0.4101037667994947,0.3341743556186292
circ_00093,NK cells,1.684647832256304,0.752266919350008,0.8825401227939176
circ_00094,CD4+ T cells,1.516644825085215,1.4806696420585646,0.7966013459539931
circ_00095,NK cells,1.1251830618481773,0.9287245440084935,0.6097653487567094
circ_00096,CD8+ T cells,1.085005547442326,1.37895011572813,0.2036376575704233
circ_00097,NK cells,5.987854417209711,1.9563718530383618,0.6752081120247548
circ_00098,CD4+ T cells,6.3209555311029755,0.6164809345735183,0.5030242854185498
circ_00099,NK cells,1.8015310830493847,0.42142104656162105,0.12269728069330751
circ_00100,Macrophages,0.7100322199214326,1.1921811551726347,0.5702363781814969
circ_00101,NK cells,5.093626732565577,1.5334319906978944,0.8715012425154924
circ_00102,B cells,6.957950327946333,1.409268222824206,0.2641164762904798
circ_00103,CD8+ T cells,2.869675842243012,1.0131034013422051,0.8913983700460804
circ_00104,Dendritic cells,0.04566008899655083,1.1728968168696547,0.3374470510596697
circ_00105,NK cells,7.996413244362884,1.0215844902975082,0.9182955559576286
circ_00106,B cells,3.7050725165316036,1.3970600479883353,0.6300898920051812
circ_00107,B cells,8.595148291636237,0.6918496028455592,0.18043170018346485
circ_00108,Dendritic cells,7.552303631071691,0.45202753470622126,0.8287707731141675
circ_00109,Macrophages,6.468116772439703,1.7776019513192296,0.7513477139425415
circ_00110,B cells,0.20804672938656177,1.0823922466181186,0.7598183032833216
circ_00111,Macrophages,0.2710015018327827,1.0156806106770382,0.2897919251595158
circ_00112,Dendritic cells,4.65762547966854,0.7488610498227697,0.23954147198968284
circ_00113,CD4+ T cells,5.010908588802808,1.3189268421126585,0.6488491189878509
circ_00114,NK cells,3.0055643489272024,0.10008604513666519,0.805580913727765
circ_00115,B cells,7.62640457822344,0.6963273027346968,0.2883893552105755
circ_00116,Dendritic cells,5.312392185514627,1.0163102744537946,0.9282323957725022
circ_00117,Macrophages,5.8213053479160815,1.3850077221505892,0.7255692836258002
circ_00118,NK cells,6.864377134217944,1.2131031169406274,0.658087669135953
circ_00119,NK cells,4.91712906852319,0.7660802945190059,0.8706673915552341
circ_00120,CD4+ T cells,0.3102480143406483,0.724041181046593,0.35628674193907617
circ_00121,Macrophages,3.4654909442409765,0.9396483929215529,0.6038411141087433
circ_00122,NK cells,3.3561033524545616,0.13179826144580842,0.8051131531714026
circ_00123,CD4+ T cells,5.5729545003047765,0.6026244035825625,0.6182997951720918
circ_00124,Dendritic cells,3.1749316833963492,0.6438706402075114,0.7301742946121029
circ_00125,CD4+ T cells,6.8211406701396085,1.8477422099925525,0.5887181974273067
circ_00126,Dendritic cells,7.575419716118734,1.1271938406879844,0.24576493631176702
circ_00127,CD8+ T cells,9.80471485952677,1.0073993462544175,0.7743611341411553
circ_00128,Macrophages,6.677887248374704,1.5094749407259394,0.1444710049072404
circ_00129,Dendritic cells,6.578509117897207,0.6387069200442936,0.347116677794736
circ_00130,Macrophages,9.066782394633847,1.6974763198928515,0.21260571846417237
circ_00131,NK cells,2.2850110789367584,0.09010569579403027,0.36799760200450005
circ_00132,CD8+ T cells,1.6471628104312708,1.2991350913040731,0.9609909262772786
circ_00133,NK cells,5.736357335520145,1.4854353575651789,0.37488345715214166
circ_00134,Macrophages,7.431657858331773,1.415594554086233,0.7174942466692134
circ_00135,CD4+ T cells,1.6454777825918776,0.6025091453199445,0.8348962644502859
circ_00136,Macrophages,7.2916988813651,0.406568094203392,0.8460219608045756
circ_00137,Dendritic cells,9.161472883126526,1.3020514185920418,0.6416865596702408
circ_00138,CD8+ T cells,1.2237977188265559,0.5282599860002153,0.2951502401774949
circ_00139,CD4+ T cells,2.712174758329031,0.6530778345957649,0.856333634126717
circ_00140,Macrophages,4.458958614035199,0.9776067795302916,0.6812819610447545
circ_00141,Dendritic cells,6.1782036666584,1.9925407966085542,0.52860307103144
circ_00142,CD4+ T cells,8.715389023503766,1.351203040468947,0.5102957723797924
circ_00143,Macrophages,6.326736695689749,0.3257043953951555,0.35210546872480686
circ_00144,NK cells,8.04201559631762,1.2929281753850612,0.10048049413432121
circ_00145,CD4+ T cells,1.9091552258892364,1.3154331459788045,0.8471338846430867
circ_00146,NK cells,4.940947659947047,1.3221350928679867,0.8245878301239722
circ_00147,B cells,4.5860752171520645,0.756991162951254,0.8950389736286376
circ_00148,NK cells,5.3364367762287905,1.709037590398853,0.8113688788293296
circ_00149,Macrophages,3.5940967174474348,0.24398305336951864,0.5041402465812022
circ_00150,Dendritic cells,0.05698087871751856,1.2263756552174356,0.4215029699138676
circ_00151,NK cells,0.8992302512067296,0.771613856831642,0.6163718836296115
circ_00152,B cells,8.477121789161592,1.0343327073241109,0.7721479616280955
circ_00153,CD4+ T cells,5.441336705739225,1.0531349462523505,0.41296469886315534
circ_00154,CD8+ T cells,6.27696323830709,1.5053700896438784,0.24331411838739334
circ_00155,CD4+ T cells,3.66402433688642,1.158231512007733,0.6673047197471121
circ_00156,NK cells,2.6120424076547124,0.18709948935992182,0.9566460545288407
circ_00157,B cells,4.450560605811363,0.641263017833279,0.9458127856052924
circ_00158,CD8+ T cells,5.934142073112861,0.8994823760530997,0.21933687237701294
circ_00159,CD4+ T cells,0.005431465779037747,0.06629702698876305,0.6721060034536297
circ_00160,CD8+ T cells,6.840012032439998,0.3143414305777712,0.5618825590166332
circ_00161,Dendritic cells,7.9931265216013925,1.6072982732989445,0.37101149655144383
circ_00162,NK cells,3.8396552320154544,1.8179984166742638,0.9914462335074791
circ_00163,B cells,3.186313783360948,0.25500233867874034,0.582662999444694
circ_00164,Dendritic cells,4.8283617379055705,0.41356486341345877,0.11655897239941446
circ_00165,NK cells,1.6666559032593231,0.0195473279002798,0.337494000514097
circ_00166,CD4+ T cells,5.195512771133873,1.1228186413450705,0.9309279669860986
circ_00167,Macrophages,4.8358302189877245,1.6263772171066189,0.32273168245164774
circ_00168,B cells,2.637533560204778,1.6224782430210078,0.9679879736537528
circ_00169,B cells,9.407703355392032,1.899936765966086,0.11680322058351862
circ_00170,B cells,6.912802967531109,0.9756057432929699,0.342242076113519
circ_00171,B cells,1.5384796399103795,0.5994450793138586,0.4900061883625799
circ_00172,CD8+ T cells,4.341368327250113,0.26684613791558154,0.9505171856972567
circ_00173,CD8+ T cells,6.533578009439952,0.7999890766087467,0.880150321913397
circ_00174,CD8+ T cells,8.59924920024796,0.48379977488839865,0.47893608588817815
circ_00175,CD4+ T cells,1.2990842640625644,0.7889780968285027,0.7557247301624306
circ_00176,Macrophages,4.504753024180036,0.5200641844955509,0.4434241940907516
circ_00177,NK cells,8.07362086850745,1.3492903395518598,0.7497643249979927
circ_00178,CD4+ T cells,1.959946033028963,0.705966444565602,0.3486674439927431
circ_00179,Macrophages,8.908511533159405,0.7007901620146857,0.5125223543483828
circ_00180,Macrophages,7.562066517944598,0.16781338323714112,0.33215267261217546
circ_00181,CD4+ T cells,4.299146697437919,0.7956402076945492,0.3471730770673187
circ_00182,Macrophages,5.823468789344377,1.8649713137366781,0.97512716447826
circ_00183,NK cells,8.982605172532988,0.39501811547965904,0.9458931106818085
circ_00184,CD4+ T cells,4.1416896862754635,1.6247387132547884,0.15620620885322364
circ_00185,B cells,0.4646727977595144,1.8973679482439283,0.35906338337384613
circ_00186,Dendritic cells,4.110391716527389,1.2505098508701236,0.2921686068868498
circ_00187,NK cells,4.702312550353018,0.3563061817132813,0.15223512955274102
circ_00188,CD4+ T cells,8.498374469387205,1.0746940181708493,0.34662246460057766
circ_00189,NK cells,4.315473714655615,0.603522132039797,0.30866645950136357
circ_00190,Macrophages,7.350434549603666,1.2947139269600245,0.9446553141925266
circ_00191,Macrophages,0.04559711331799443,0.2907630110952024,0.3383687734463691
circ_00192,NK cells,0.02141513974136422,1.5741119513173008,0.5113333086558522
circ_00193,CD4+ T cells,5.240809662845692,1.0599666884025587,0.611148189256983
circ_00194,Dendritic cells,4.084116323530493,1.1669851060858016,0.5172910316268661
circ_00195,CD4+ T cells,4.784983722800025,0.329469438256091,0.847557895195289
circ_00196,B cells,1.242033699477737,0.23617563399623664,0.85969850892929
circ_00197,CD8+ T cells,8.707952305030716,1.1059642930538605,0.6700169050262474
circ_00198,NK cells,6.855640501424213,1.6041193883656886,0.1917503723538578
circ_00199,NK cells,3.395445569345028,0.9623900002474297,0.2968656803223566
circ_00200,CD4+ T cells,6.719229959970773,0.1395935033768001,0.4075124749037652
circ_00201,Dendritic cells,3.4405140463016117,0.2947500659859439,0.3485478573437559
circ_00202,CD8+ T cells,2.3034870565893364,0.5686203772372813,0.9350788198123522
circ_00203,NK cells,1.0882251504259821,1.8094196314050839,0.6056549615175187
circ_00204,Dendritic cells,6.927566947439203,1.3979927223048014,0.20061399769346433
circ_00205,CD8+ T cells,9.345538410052141,0.8901005786270522,0.6265813493986334
circ_00206,CD4+ T cells,2.248254544565241,1.2411423559895234,0.9116347719047474
circ_00207,Macrophages,9.828161128688912,0.9911450052796491,0.7677374857497985
circ_00208,Dendritic cells,3.039435396575053,0.6955818786387873,0.9093579195759421
circ_00209,CD8+ T cells,5.533738333139521,0.3988685676356192,0.6748680640731934
circ_00210,B cells,5.26320592516133,0.08073181412821184,0.6819102526865148
circ_00211,NK cells,8.084401247881143,1.2215794819685273,0.2933003174741743
circ_00212,NK cells,7.537032210961236,1.421227893498662,0.525327501005725
circ_00213,CD4+ T cells,9.358864865282445,1.973238785800665,0.32458771438540324
circ_00214,Dendritic cells,2.3116916014175484,0.17804771307564748,0.7620268321970557
circ_00215,CD4+ T cells,6.578406393849399,0.11142585969175434,0.5431705080977167
circ_00216,Dendritic cells,8.644974238161293,0.7806606036717421,0.44999865569384123
circ_00217,CD4+ T cells,3.0947662954495314,0.30133979755893536,0.872629029890828
circ_00218,NK cells,0.2791740316734237,1.904700824553874,0.13105441029156753
circ_00219,CD4+ T cells,0.8155378477065467,0.4099199233014075,0.4202532095906285
circ_00220,Dendritic cells,7.645862410371256,1.2528158234285447,0.7834169330383712
circ_00221,B cells,1.3654354776171862,0.47845723553605346,0.36102732999853304
circ_00222,Dendritic cells,4.855688615257312,1.629737748521979,0.9499426739883945
circ_00223,Dendritic cells,4.317668594274652,0.7975737209421518,0.5549143438393628
circ_00224,CD4+ T cells,2.8708201536660205,0.19089484880473706,0.3645494592855959
circ_00225,B cells,4.887205555802088,0.29236223407748607,0.6402674617603225
circ_00226,CD4+ T cells,5.787878141483667,1.5085500643872114,0.776448787926846
circ_00227,NK cells,7.931058525865916,0.7339231951401879,0.35415574932694205
circ_00228,CD4+ T cells,8.498988951201765,0.850123723749683,0.2261337677425945
circ_00229,Macrophages,9.00836937277305,0.1172306022059324,0.8756063751468064
circ_00230,Macrophages,5.674399339283221,1.3532496271116035,0.4083508688494538
circ_00231,NK cells,7.8219817973377275,0.6393912553704801,0.5248763524364738
circ_00232,Dendritic cells,2.1703010519275545,0.10006789515448955,0.5425998950485049
circ_00233,CD8+ T cells,8.318920649215107,1.5237488072631473,0.287784949224268
circ_00234,B cells,3.6321174918873966,1.4891669706337252,0.6809899326906534
circ_00235,Dendritic cells,4.479087001584277,0.38994731644986325,0.28191640417647273
circ_00236,Macrophages,6.945798016057324,1.766656146455851,0.11780191955554932
circ_00237,NK cells,9.630006973876474,1.7332032678827827,0.5297575105572984
circ_00238,Dendritic cells,8.941083085272965,0.1414876595865806,0.204866154649176
circ_00239,CD4+ T cells,3.9337015808766482,0.7954161977747101,0.10646514679784327
circ_00240,CD4+ T cells,6.876094964462213,1.4472853530705105,0.9735179666568154
circ_00241,Macrophages,5.631865378604982,1.8049675532494895,0.4296753877873749
circ_00242,B cells,3.0278213602824158,1.49919204392321,0.26903630552013547
circ_00243,CD8+ T cells,0.1624712550281937,1.542637528523112,0.22978180923113573
circ_00244,CD8+ T cells,5.1590899815311975,0.48991917613242486,0.4561527385930326
circ_00245,Macrophages,1.2925746679851857,0.6435435507310614,0.84338225125598
circ_00246,NK cells,8.16333497807703,0.0031651473802152275,0.9834217298973249
circ_00247,Macrophages,2.728764962881459,0.1201033551698305,0.14672911576754225
circ_00248,B cells,7.726942938892899,0.5830696347706892,0.4936269481759237
circ_00249,CD4+ T cells,3.0398325312407937,0.7848104630641186,0.24620716339355908
circ_00250,CD8+ T cells,0.5814016588873427,1.6328878287571238,0.39991425138423553
circ_00251,B cells,3.278765967656362,1.977632864236456,0.1307870750312115
circ_00252,NK cells,6.799003295407971,0.8849462041326155,0.3857361652993839
circ_00253,CD8+ T cells,2.510909745405707,0.7287003849902447,0.7273933368885839
circ_00254,CD4+ T cells,0.3980679621650285,1.4568337315111501,0.417481765712027
circ_00255,NK cells,1.426997420858459,0.20986580252239473,0.11144677225979287
circ_00256,CD4+ T cells,6.769209250081768,0.8497712823120211,0.4676337502532757
circ_00257,B cells,9.659087659693126,1.2173400029077956,0.2802789898360578
circ_00258,Macrophages,4.549059538442519,1.9927429557266727,0.8379587555737498
circ_00259,Macrophages,4.488312943704319,1.3082916365976625,0.9167165731751784
circ_00260,Macrophages,4.210072879212089,1.4427070241446986,0.4475501137292961
circ_00261,NK cells,6.824768751366551,0.7640437193031431,0.7122468808170526
circ_00262,B cells,9.584671049948915,0.5157843781716207,0.18850955413015458
circ_00263,Macrophages,4.317051851135626,0.9740152017849166,0.7824522469976365
circ_00264,NK cells,1.2691135684510413,1.3875427782885383,0.3538577373658103
circ_00265,Dendritic cells,7.086513083453583,0.9146846119180809,0.42088283119308145
circ_00266,Macrophages,6.92801063395023,0.5107111550531362,0.5378887286929451
circ_00267,B cells,0.3281457056424675,0.39938661779559004,0.6203383993516232
circ_00268,B cells,5.744972234567109,0.0930491192445011,0.9093731449039569
circ_00269,Macrophages,2.1534907867947037,0.7810536628556153,0.381215830965009
circ_00270,CD4+ T cells,3.6157146134383122,1.9694710208468722,0.9892784395655685
circ_00271,NK cells,4.5681696924091035,0.796338358895412,0.8729627667771421
circ_00272,Dendritic cells,9.78765886362439,0.6002960107002095,0.11654073641224413
circ_00273,B cells,9.518092117338258,1.189326188161868,0.41386996268609555
circ_00274,Dendritic cells,3.6127342972307606,1.6656169303192034,0.9892668988773134
circ_00275,CD8+ T cells,0.5839198295707959,0.3481460085224659,0.5264698148153912
circ_00276,NK cells,8.827547687183117,0.3739333831489342,0.5994308783344529
circ_00277,B cells,2.272234037316175,1.1251361293275781,0.9019894683800918
circ_00278,NK cells,1.23232383314978,1.7195914397607919,0.17447997223013623
circ_00279,Dendritic cells,5.531887942033822,1.2889141446196115,0.26293795586212243
circ_00280,CD4+ T cells,7.866089225581617,0.2986523139867596,0.9514835432786001
circ_00281,B cells,8.98974805703363,0.14761138349301217,0.24993493439712833
circ_00282,B cells,7.484078628185813,0.1452112147204454,0.5712692698670716
circ_00283,Macrophages,9.565974062871906,0.03505007684942485,0.14330056651674922
circ_00284,NK cells,5.3362196194566796,1.0358659499938754,0.22256547900088475
circ_00285,B cells,8.947212683289612,1.249818144650533,0.5604995666201632
circ_00286,CD8+ T cells,4.08461294769698,0.12065422174816809,0.18972987761866644
circ_00287,Dendritic cells,8.580925967603669,0.918176203900404,0.35397116246373783
circ_00288,CD4+ T cells,4.8378688469367335,0.5672350091510319,0.7120381368021983
circ_00289,Dendritic cells,1.49763995106874,0.5732273730405439,0.12566349178349878
circ_00290,NK cells,4.476473154027094,1.7283247808008275,0.8502948920420862
circ_00291,NK cells,1.3128073337602864,0.053661993682510234,0.6903213426419446
circ_00292,CD8+ T cells,4.245842604686841,0.6573560404646694,0.9692528602346945
circ_00293,Dendritic cells,2.80269673740404,1.849736884045767,0.5573696363314377
circ_00294,Dendritic cells,9.46474407797768,1.0672939369932084,0.27584166344139616
circ_00295,CD4+ T cells,6.270851506095513,1.8694656000798426,0.5380803149845156
circ_00296,CD8+ T cells,4.411520540427198,0.21765726920340756,0.6301510596857121
circ_00297,B cells,0.4843323932399546,0.7502577460480409,0.33740078240871796
circ_00298,CD4+ T cells,8.625584945656463,1.1732560980855387,0.28408388549301705
circ_00299,NK cells,7.012082371235621,1.7983753668414042,0.9609518088978946
circ_00300,CD8+ T cells,6.589954058943524,1.2929390343432667,0.26805516916498084
circ_00301,NK cells,7.586338324652052,1.5512627170416233,0.1965012177446818
circ_00302,B cells,5.049336875481206,1.025143509968412,0.7362803378307895
circ_00303,CD8+ T cells,8.918399225166699,0.8569238569013764,0.9477283902142948
circ_00304,Macrophages,5.528134059389615,1.133667461913103,0.9588815943484637
circ_00305,CD8+ T cells,2.7049824646435083,0.2899222576624152,0.29062351818999455
circ_00306,Dendritic cells,5.745880930630544,1.754531150852147,0.8155701686526479
circ_00307,CD8+ T cells,1.4380487364008898,1.6099831545849341,0.7614932374089673
circ_00308,Macrophages,5.861490468922858,0.008265138426309715,0.4443158459226195
circ_00309,Dendritic cells,4.496557643883977,1.2257432702336413,0.5636265363053192
circ_00310,NK cells,9.036551523114246,1.7927526886007548,0.3087888244369066
circ_00311,NK cells,6.450646144371742,0.8327568401185357,0.39154235139435567
circ_00312,CD8+ T cells,9.342456676353203,0.4513100663548144,0.8879241172250215
circ_00313,Dendritic cells,3.7844926421115357,0.24509241588736863,0.8790828563617539
circ_00314,CD4+ T cells,4.998761773020265,1.5161593440406342,0.37590543122240394
circ_00315,CD4+ T cells,6.401522498402683,0.04533604730843499,0.6813074071508346
circ_00316,Dendritic cells,3.982303007275241,1.5684428385448765,0.5700405546114825
circ_00317,NK cells,9.152177950411007,1.6740290148664945,0.481158682914108
circ_00318,CD4+ T cells,2.9762445768938237,0.06026785880844354,0.30460302964323666
circ_00319,CD8+ T cells,7.340835541084999,1.482488593654436,0.9511364962285281
circ_00320,CD8+ T cells,2.541413675604378,1.8786376942109042,0.291676007382566
circ_00321,B cells,2.8370177132050047,1.299382666006232,0.5800364841479027
circ_00322,B cells,0.6550433281405343,0.6234704207750077,0.15009385256859606
circ_00323,Dendritic cells,5.977605364998758,1.1595430081316977,0.48818651230665044
circ_00324,NK cells,9.948908309973678,0.03500396454839172,0.7706321654338252
circ_00325,CD4+ T cells,4.521607641522323,0.21178753621607505,0.3080825726846299
circ_00326,CD4+ T cells,2.357933346753185,1.6526048040052783,0.5292270541141577
circ_00327,CD4+ T cells,0.7477237378795076,1.5701485682354246,0.39962315873190235
circ_00328,B cells,5.270650485972601,1.9115992635154235,0.6445233931157981
circ_00329,CD4+ T cells,6.288201812981287,0.5793935528165584,0.2841371394495674
circ_00330,CD8+ T cells,8.387729356628915,1.1327100988151633,0.14223165105136013
circ_00331,B cells,9.084133711058337,1.5207869816816946,0.3635238911100065
circ_00332,Dendritic cells,9.623711469420424,1.8785338462428396,0.4995501793245515
circ_00333,Dendritic cells,8.472536230612368,1.3955491510970732,0.7051207235215956
circ_00334,NK cells,6.208937400777118,0.5076768199911719,0.3554226395763995
circ_00335,B cells,0.4228324071224232,0.24746318775860243,0.5737577259099907
circ_00336,NK cells,8.471508438613814,0.8179987347791278,0.29925318675317114
circ_00337,B cells,8.363369360315327,0.7284736519406829,0.2410860498085751
circ_00338,Dendritic cells,3.722477394929694,1.7768560477785904,0.1820524623288307
circ_00339,CD8+ T cells,7.03636100698818,1.136940991463443,0.4885144454899263
circ_00340,NK cells,0.6273755568615214,0.9500459972539381,0.991650066497734
circ_00341,CD8+ T cells,4.386330261453355,0.7924773496051887,0.20466154265830588
circ_00342,CD8+ T cells,7.975954319824281,0.6727296150026774,0.7616179802495927
circ_00343,Dendritic cells,9.142483361530779,0.2863237010173143,0.2100502699478844
circ_00344,CD8+ T cells,8.276865220871265,0.8336590406952173,0.4784044426704427
circ_00345,CD8+ T cells,3.4045649469634087,1.5888905431692841,0.8482751489486471
circ_00346,Macrophages,4.086205060713153,1.8318542348381885,0.7518876935644576
circ_00347,B cells,0.8475750370581459,0.13218882093333129,0.4121074172199911
circ_00348,Dendritic cells,9.037799264274586,1.2704600955707988,0.9247178113788384
circ_00349,NK cells,4.131234959268259,1.1630569343923955,0.8391682921477424
circ_00350,NK cells,6.967602704005547,1.6314373331639256,0.9365825773719205
circ_00351,B cells,5.2014981839497825,1.8489944245210355,0.8786487913744633
circ_00352,CD4+ T cells,3.416940770312679,0.2617196453099089,0.8534112518896839
circ_00353,CD8+ T cells,9.526011074229046,1.0356282883693393,0.9385783946543147
circ_00354,Macrophages,6.469580304434862,1.542349207122901,0.817763014632063
circ_00355,NK cells,9.447194275991242,0.7784141006272145,0.339145654171025
circ_00356,B cells,1.2284042122975314,0.8907305722083088,0.2141181693300528
circ_00357,CD8+ T cells,2.634755857909652,1.0126820946442807,0.19396926456035674
circ_00358,NK cells,0.6327560651033226,0.9929613780071356,0.4330796968115017
