circrna_id,cell_type,expression_mean,detection_rate
circ_00036,Dendritic cells,3.038082264903484,0.40834079777869114
circ_00037,CD4+ T cells,2.7517650639007996,0.514114697643461
circ_00038,Dendritic cells,2.697793640293945,0.6202810275254932
circ_00039,CD4+ T cells,0.07380019374794822,0.4182904803832047
circ_00040,Macrophages,7.709253132673206,0.6658052072959952
circ_00041,CD8+ T cells,4.805849019178493,0.3719640143366888
circ_00042,CD4+ T cells,6.057935881130044,0.7156211251239921
circ_00043,CD4+ T cells,7.029025391250273,0.4037528118763908
circ_00044,CD4+ T cells,9.237574985342796,0.49699277060222014
circ_00045,NK cells,5.761312236144006,0.9698711327970077
circ_00046,Macrophages,0.3992442867064916,0.9053147758463729
circ_00047,Macrophages,3.1118224818792406,0.4913899099088249
circ_00048,Dendritic cells,8.915937445088622,0.6098182966936894
circ_00049,Dendritic cells,7.707774820759214,0.4589107646117815
circ_00050,NK cells,1.6939888228087008,0.9832906017396501
circ_00051,CD4+ T cells,0.005258729483966773,0.746690395678773
circ_00052,CD8+ T cells,0.5491854584256683,0.7577909679686715
circ_00053,Dendritic cells,7.328779031449897,0.19160986844620678
circ_00054,Dendritic cells,7.5570182690549075,0.8135286126021463
circ_00055,CD4+ T cells,6.752183834636146,0.29890043645094877
circ_00056,B cells,0.11404484191053665,0.15256546745174945
circ_00057,CD8+ T cells,5.842274468211089,0.30675009058258496
circ_00058,NK cells,1.541505641840808,0.19698323436539028
circ_00059,CD8+ T cells,1.637734522647023,0.28916951710128547
circ_00060,Dendritic cells,3.932687675571793,0.8050926032380092
circ_00061,CD4+ T cells,1.5422498867725998,0.6060215242048654
circ_00062,Macrophages,5.368290674119668,0.5061140733028877
circ_00063,NK cells,0.4020169222602965,0.9185588868667232
circ_00064,NK cells,1.4197861935996026,0.8172818780985259
circ_00065,B cells,3.6069850609926313,0.9812386896628157
circ_00066,Macrophages,9.672539183319076,0.35762137352316536
circ_00067,CD4+ T cells,0.027732807590931108,0.6611943722902339
circ_00068,Macrophages,8.035982469288559,0.9899750902360562
circ_00069,NK cells,8.019607806099554,0.10063111871989455
circ_00070,CD4+ T cells,0.2263651219267382,0.13161875329067185
circ_00071,NK cells,9.481937745866842,0.42533233961275074
circ_00072,Macrophages,9.094953599470173,0.4468611023980027
circ_00073,NK cells,0.6641226241901099,0.696589902898618
circ_00074,CD8+ T cells,1.2243553829317821,0.9556299352312523
circ_00075,CD8+ T cells,3.285572076822365,0.25588969255698246
circ_00076,NK cells,8.043967550344979,0.9153405785494019
circ_00077,CD4+ T cells,8.758518888205213,0.3770151618164731
circ_00078,CD4+ T cells,7.8600617667786645,0.35106677173984935
circ_00079,CD4+ T cells,4.316436805558915,0.6993590318293716
circ_00080,CD4+ T cells,3.429740546671194,0.7170690755564215
circ_00081,Macrophages,6.408470527219689,0.4526136137916982
circ_00082,Dendritic cells,2.502187400779843,0.8152729937062
circ_00083,B cells,8.874487929167708,0.3974218552999126
circ_00084,Dendritic cells,4.338344983376182,0.9019962909068002
circ_00085,Macrophages,0.0046593392920035726,0.7179889870443955
circ_00086,NK cells,2.082083065580067,0.5065494633344142
circ_00087,NK cells,0.6492810031909124,0.18281257368470621
circ_00088,Macrophages,1.250915800613539,0.5018041562190444
circ_00089,Dendritic cells,3.7136502008883987,0.21224302203358478
circ_00090,Macrophages,9.231469683265392,0.5886569741255452
circ_00091,CD8+ T cells,8.405525816654931,0.5449647086801154
circ_00092,Dendritic cells,6.710997068338672,0.5436561504189593
circ_00093,Dendritic cells,0.38322808827910393,0.6097815510398716
circ_00094,NK cells,3.32139637329274,0.47342465463292127
circ_00095,NK cells,3.913407452946304,0.9280667677108846
circ_00096,Macrophages,8.013462471552256,0.9902828002110708
circ_00097,CD8+ T cells,8.154809211094395,0.8854903030791587
circ_00098,Macrophages,4.664490890414532,0.13363259033291686
circ_00099,Dendritic cells,9.84404541204297,0.11381419678488276
circ_00100,Dendritic cells,5.82142536366001,0.5129418092772503
circ_00101,Dendritic cells,7.629118608566419,0.33357253340756166
circ_00102,CD8+ T cells,5.318727113252883,0.6482803370702064
circ_00103,Dendritic cells,8.828123722486342,0.4101289585608432
circ_00104,CD8+ T cells,4.887306583160662,0.8344138833422474
circ_00105,CD8+ T cells,1.1753396850179865,0.3658982138888306
circ_00106,CD4+ T cells,3.446396580856793,0.838036493303924
circ_00107,B cells,1.2124464201078256,0.5465815255898908
circ_00108,B cells,7.9879141039090165,0.9942334426435776
circ_00109,Macrophages,7.032405398312678,0.5790498041288444
circ_00110,Macrophages,8.87300405743748,0.33970966551674886
circ_00111,CD8+ T cells,0.7249881659940249,0.3897214104359198
circ_00112,CD4+ T cells,1.5294334973397827,0.26268004330215916
circ_00113,B cells,9.051540812425717,0.36817940139181904
circ_00114,B cells,4.716372838380861,0.2147497860669465
circ_00115,CD8+ T cells,0.4700821533430788,0.446776465627139
circ_00116,CD4+ T cells,2.0950847268435577,0.43306719671933
circ_00117,CD8+ T cells,9.078203266861562,0.2943420864041216
circ_00118,CD8+ T cells,5.10124803209414,0.2564888059077837
circ_00119,B cells,9.958320299898428,0.8390315201213404
circ_00120,CD8+ T cells,1.2160556889649654,0.3207110525661806
circ_00121,Macrophages,3.56771005422814,0.28253880450314384
circ_00122,CD8+ T cells,7.28707357539136,0.48566958949738226
circ_00123,B cells,7.366379291063546,0.5631074862848462
circ_00124,CD4+ T cells,5.624844607618687,0.5586830283588833
circ_00125,Macrophages,3.6412726909735085,0.22959621877297834
circ_00126,CD4+ T cells,2.040240798149097,0.2229732350719304
circ_00127,Macrophages,7.354304600481621,0.1352284626780167
circ_00128,CD4+ T cells,4.196336527957194,0.2677639903412994
circ_00129,B cells,5.714716550526956,0.7949929486641207
circ_00130,B cells,4.837954947002238,0.4827591181911508
circ_00131,Macrophages,0.9434713099430247,0.8612448128036456
circ_00132,B cells,5.201481040627653,0.28928973549752646
circ_00133,CD8+ T cells,8.64075514148992,0.9297601270362325
circ_00134,CD8+ T cells,6.856217448033663,0.5960470916504417
circ_00135,CD8+ T cells,0.45232920866798754,0.4336676155861766
circ_00136,CD4+ T cells,9.613907661293489,0.8147855946131498
circ_00137,NK cells,0.23276358674744202,0.33069903821585916
circ_00138,CD8+ T cells,3.1233903748899428,0.7830441239988608
circ_00139,Macrophages,3.9982100562866862,0.5852258378607389
circ_00140,NK cells,1.1887559043652962,0.21520380162503377
circ_00141,NK cells,0.2000183364573216,0.1194520712618089
circ_00142,Macrophages,6.597182208484179,0.11711614799749948
circ_00143,CD8+ T cells,2.041243836218285,0.23193921658072922
circ_00144,Macrophages,4.4802697652467565,0.7007608780487318
circ_00145,Macrophages,3.5079217189228205,0.16756148557840006
circ_00146,CD4+ T cells,5.873725073663131,0.945838249755209
circ_00147,Macrophages,6.198034204492435,0.15545080128222444
circ_00148,Dendritic cells,2.340814717921692,0.7175904453031714
circ_00149,CD8+ T cells,0.5409861515114689,0.8652279713675111
circ_00150,CD4+ T cells,3.1701847096908353,0.12915054922142657
circ_00151,NK cells,8.67790122851205,0.7806053536939249
circ_00152,Dendritic cells,7.203144168736012,0.6282799921721863
circ_00153,B cells,7.706300229656209,0.8892773587263552
circ_00154,CD4+ T cells,1.9844345806877128,0.5849589130651321
circ_00155,NK cells,1.8579444651235766,0.3121251162817774
circ_00156,NK cells,5.1753557166482675,0.3254902323071701
circ_00157,NK cells,8.88994519696254,0.5787003132787059
circ_00158,NK cells,6.644698325961043,0.4831160134767799
circ_00159,CD8+ T cells,2.8499673108229597,0.6826291391135569
circ_00160,CD8+ T cells,3.765523511757527,0.6179073670167298
circ_00161,Macrophages,9.38208948345267,0.780229712442334
circ_00162,Dendritic cells,3.152901608104024,0.5278848447342172
circ_00163,CD4+ T cells,0.8728425562841191,0.5592843247886373
circ_00164,B cells,2.7478293395124966,0.2777935659209204
circ_00165,Macrophages,4.423348005804158,0.3799866222718107
circ_00166,Dendritic cells,5.969981298779615,0.3350643363238893
circ_00167,Macrophages,1.5115700621515737,0.17209950947688352
circ_00168,CD8+ T cells,7.597157476436256,0.36451541044409486
circ_00169,CD8+ T cells,5.906511005747575,0.5684764421307744
circ_00170,CD8+ T cells,2.9066039447051795,0.9862759962092759
circ_00171,CD8+ T cells,6.741290533175087,0.7436547988217295
circ_00172,NK cells,0.8260879938167209,0.597278469676783
circ_00173,B cells,2.4734119123331966,0.9876222589111008
circ_00174,CD8+ T cells,7.330566169840661,0.6947484518720932
circ_00175,CD8+ T cells,8.978667711447796,0.36501253010676804
circ_00176,Macrophages,2.9355767989039796,0.23192374820234005
circ_00177,CD8+ T cells,8.687746295857213,0.6834114410156201
circ_00178,CD8+ T cells,7.684676157781681,0.8613992197984776
circ_00179,Dendritic cells,2.527246651219736,0.43101783835219576
circ_00180,Macrophages,3.600067847852959,0.32821531895613343
circ_00181,CD8+ T cells,3.5289348161782073,0.48944357792657733
circ_00182,CD8+ T cells,6.877280123728554,0.44558499405302
circ_00183,CD4+ T cells,2.643234290219042,0.38151877922777533
circ_00184,CD4+ T cells,1.0421402146351078,0.2788127476610013
circ_00185,B cells,3.424106875692743,0.677960519164325
circ_00186,CD8+ T cells,0.5428469138140779,0.8427844598216975
circ_00187,CD8+ T cells,8.327064089712017,0.8044749479310913
circ_00188,Macrophages,3.7558561386676645,0.5585060488306194
circ_00189,B cells,5.483041531365439,0.20465673291201497
circ_00190,NK cells,7.696084770834807,0.3372774557954952
circ_00191,Dendritic cells,0.21217469905892683,0.7890093834470322
circ_00192,CD4+ T cells,5.736425567920005,0.7049493053935656
circ_00193,CD4+ T cells,1.8434870544439497,0.9754639874712284
circ_00194,Macrophages,1.8464049659094839,0.7934135662268278
circ_00195,B cells,1.4244024994556004,0.8977877882523667
circ_00196,NK cells,5.95857137789808,0.5334739263249111
circ_00197,NK cells,1.471223933995669,0.6133950992331736
circ_00198,Dendritic cells,5.929361765843226,0.1942864436854152
circ_00199,Dendritic cells,4.532323431839983,0.14947746556014493
circ_00200,B cells,8.428778974130225,0.23209685700541133
circ_00201,NK cells,5.105946281008993,0.6114555765796968
circ_00202,Dendritic cells,1.6666631610240146,0.2517653984939573
circ_00203,Dendritic cells,2.3431573123062455,0.39111706174368766
circ_00204,Macrophages,3.6626510218390473,0.7876467692116924
circ_00205,B cells,1.2374108398515804,0.30669805155974106
circ_00206,Dendritic cells,0.987215217684343,0.4557170175170234
circ_00207,CD4+ T cells,6.125560287203548,0.4244992515723516
circ_00208,NK cells,8.972060976396715,0.8269932892033541
circ_00209,CD8+ T cells,0.014108818920818278,0.7620084800720638
circ_00210,CD4+ T cells,1.488192194733352,0.742750927009865
circ_00211,CD4+ T cells,4.189769367235023,0.9866738587000419
circ_00212,CD4+ T cells,4.458830707733474,0.29070536642069283
circ_00213,Dendritic cells,4.191291599184935,0.8542728464645373
circ_00214,CD8+ T cells,9.97132838663698,0.40481074056988375
circ_00215,NK cells,8.958261044234803,0.5559603750049151
circ_00216,CD4+ T cells,7.3758439664634246,0.4172359385621549
circ_00217,CD8+ T cells,9.623735880093367,0.7927537089126461
circ_00218,CD8+ T cells,3.554572346580578,0.5636355136996913
circ_00219,CD8+ T cells,9.38179601848484,0.6900579641981107
circ_00220,CD8+ T cells,4.260697805242765,0.46522283388255825
circ_00221,Dendritic cells,4.3996402717060725,0.13518758651577475
circ_00222,Macrophages,3.858729567994774,0.24587113805147276
circ_00223,Dendritic cells,0.18769776043116027,0.2218818033656814
circ_00224,NK cells,8.882378736663703,0.9217375985128762
circ_00225,CD8+ T cells,8.923580961259992,0.7523779768156929
circ_00226,NK cells,5.857480230490497,0.45855508673057144
circ_00227,Dendritic cells,9.020831954873069,0.35804366889185224
circ_00228,CD4+ T cells,9.913204134969288,0.35491260017274806
circ_00229,CD8+ T cells,8.756406130170364,0.46539835180371514
circ_00230,Macrophages,5.3500190070265985,0.346894369102584
circ_00231,CD8+ T cells,9.142384771430574,0.8017845610887502
circ_00232,Macrophages,8.220130264910008,0.9114176675248429
circ_00233,B cells,5.606081966706692,0.6213347930705246
circ_00234,B cells,5.57256780429155,0.9547007828391456
circ_00235,CD8+ T cells,9.24863925037619,0.8036708590976707
circ_00236,B cells,3.714549493215056,0.22952831447708252
circ_00237,NK cells,5.98773294534956,0.8337099514148968
circ_00238,Dendritic cells,9.023540930920351,0.8271916445812683
circ_00239,NK cells,7.948694277234932,0.8803358388054928
circ_00240,B cells,5.1052896916182275,0.8903396356570457
circ_00241,NK cells,9.231120706317737,0.5649477407700155
circ_00242,CD8+ T cells,8.268312027192511,0.8387403543249966
circ_00243,Dendritic cells,8.500340019487249,0.14060010244792795
circ_00244,Dendritic cells,3.8957588143397084,0.6717000634160214
circ_00245,Dendritic cells,7.74537164641374,0.36781477951176456
circ_00246,B cells,9.655449767486541,0.6158134784185652
circ_00247,NK cells,8.514760779707236,0.4545654994209062
circ_00248,Macrophages,0.8766246467621341,0.891450929291805
circ_00249,CD4+ T cells,7.132714589927348,0.1966035008471556
circ_00250,CD8+ T cells,4.4273427191171235,0.6696113428066727
circ_00251,CD4+ T cells,8.714076434985516,0.22193191083361977
circ_00252,CD4+ T cells,9.393263311865084,0.10363793787917037
circ_00253,NK cells,8.302044941169097,0.6637787792810543
circ_00254,Dendritic cells,1.8607950007141838,0.7765485911272225
circ_00255,CD4+ T cells,7.034262695847476,0.6857691682368203
circ_00256,CD8+ T cells,9.802576805819191,0.3588209500913164
circ_00257,Dendritic cells,7.449862105577219,0.28283945915610753
circ_00258,Macrophages,4.529060065029692,0.549868613165833
circ_00259,NK cells,5.137308328680591,0.9202022012204871
circ_00260,Dendritic cells,1.6068745729863898,0.7357721689066979
circ_00261,CD8+ T cells,4.637939587720705,0.5496480333237836
circ_00262,B cells,2.6408520146278502,0.5228049533549142
circ_00263,B cells,9.686332665146987,0.8774052130055968
circ_00264,B cells,3.0191251968490174,0.43165141446234057
circ_00265,Macrophages,0.9273645894658233,0.20652331618566497
circ_00266,B cells,4.469732131789092,0.4486356602677124
circ_00267,Macrophages,8.428070406947912,0.977829975806453
circ_00268,B cells,2.3468290016020754,0.8706526438542346
circ_00269,Dendritic cells,8.918901331752394,0.6095764469795727
circ_00270,Macrophages,5.0699002206455805,0.9618835703387631
circ_00271,CD8+ T cells,3.386794377826574,0.8632996759152293
circ_00272,B cells,7.480550505362038,0.31386331244117505
circ_00273,B cells,9.247706652786956,0.3873040248412608
circ_00274,NK cells,6.628611801996877,0.17834579665305828
circ_00275,CD4+ T cells,6.246390534733173,0.9276282066798546
circ_00276,Dendritic cells,4.414777488494805,0.7301030620438824
circ_00277,Macrophages,6.628033387848566,0.4655244744378336
circ_00278,CD8+ T cells,5.7078520516775075,0.6325464650093349
circ_00279,CD4+ T cells,6.377521769949741,0.8502682389775597
circ_00280,CD8+ T cells,8.338772474078379,0.6265377425463917
circ_00281,B cells,9.244144594430715,0.3339849342614833
circ_00282,CD4+ T cells,7.873275685657508,0.25521252574038544
circ_00283,CD8+ T cells,4.601797139413804,0.3781099444253544
circ_00284,NK cells,5.837255707728888,0.23632325976502688
circ_00285,B cells,7.719833649189832,0.25985215976894344
circ_00286,Macrophages,0.41476840155757366,0.8909988193190398
circ_00287,B cells,3.6620242750174503,0.38025099161056397
circ_00288,Dendritic cells,1.4317556075685711,0.49129913406090886
circ_00289,Dendritic cells,0.3106420125145881,0.829201234462342
circ_00290,Dendritic cells,1.277169154915394,0.9948341008866589
circ_00291,CD8+ T cells,6.199467036893655,0.9752480353086714
circ_00292,CD4+ T cells,2.99828610010895,0.8699100284982113
circ_00293,Macrophages,3.9951421886781313,0.6178455092969475
circ_00294,B cells,4.578268664854486,0.12885224855660218
circ_00295,B cells,3.5377018445154054,0.821674297413559
circ_00296,Dendritic cells,0.7374936622586092,0.40613833166194857
circ_00297,Macrophages,4.932080288338754,0.7478831925973839
circ_00298,B cells,4.356781918306755,0.37675811675863
circ_00299,CD8+ T cells,1.505352491843045,0.8565292349513939
circ_00300,CD4+ T cells,9.928612109745377,0.10441592562541507
circ_00301,CD8+ T cells,8.464855412109642,0.46452882073919033
circ_00302,NK cells,4.785601009305898,0.25889600571724924
circ_00303,Macrophages,2.5023314453507997,0.36411790819788037
circ_00304,Dendritic cells,0.49462194350123445,0.9534437351538302
circ_00305,Macrophages,7.376209894432646,0.317422320558553
circ_00306,NK cells,5.121288580325784,0.734683166824694
circ_00307,B cells,6.6770114369571045,0.313016439305748
circ_00308,NK cells,6.852254543109328,0.36586755482451094
circ_00309,NK cells,6.285572179885678,0.2065273592292409
circ_00310,NK cells,0.06300980662605649,0.2195446731004121
circ_00311,NK cells,2.5766723062488603,0.5720811437532244
circ_00312,Dendritic cells,0.6349551380323837,0.3321747969697696
circ_00313,B cells,5.156961891903436,0.7345372835682609
circ_00314,CD4+ T cells,2.7847064105502906,0.1565162584126847
circ_00315,Dendritic cells,0.39917874299485456,0.3442945808541312
circ_00316,Dendritic cells,7.6291289582232675,0.7129760860451106
circ_00317,Macrophages,2.794245320243415,0.11449164694374929
circ_00318,Macrophages,9.767361740813573,0.904795556467658
circ_00319,CD4+ T cells,0.39014688489449,0.6944683800539563
circ_00320,NK cells,5.323108591163175,0.3307688557797921
circ_00321,B cells,2.8564448772089825,0.9257847474935493
circ_00322,Dendritic cells,3.2605468208959376,0.132657685175566
circ_00323,B cells,7.87915819207967,0.39311330289587576
circ_00324,B cells,9.15063806073361,0.5529191976734359
circ_00325,CD4+ T cells,1.6150968258179865,0.7589093296442158
circ_00326,Macrophages,4.625103858415779,0.9842855348591275
circ_00327,NK cells,0.345003800683894,0.21520879735050238
circ_00328,CD8+ T cells,0.9637009403231767,0.34843826057606153
circ_00329,CD4+ T cells,8.695963401349236,0.8706976006886039
circ_00330,NK cells,7.3439195289568495,0.126053256529816
circ_00331,CD8+ T cells,0.6033644865828913,0.6982458384586832
circ_00332,NK cells,0.49204617687371166,0.1465945856365045
circ_00333,CD8+ T cells,6.283825569799452,0.7516348867777348
circ_00334,Macrophages,1.4305992341489249,0.5461445691803463
circ_00335,NK cells,9.897121121380678,0.2250854450092092
circ_00336,Dendritic cells,4.1908703681008355,0.8697236726948636
circ_00337,CD4+ T cells,5.987373920356976,0.9999856123704172
circ_00338,Macrophages,5.006244876965255,0.6124981835054282
circ_00339,NK cells,1.7441841981288964,0.6318777251332929
circ_00340,B cells,8.044098846191414,0.6573584028425337
circ_00341,CD4+ T cells,8.33355627546104,0.44487572921341667
circ_00342,Dendritic cells,6.201879443726942,0.14359059374566924
circ_00343,CD4+ T cells,1.5187306047654558,0.6600751495349658
circ_00344,B cells,0.16273848172796646,0.27502668070743397
circ_00345,Macrophages,2.5631757314961288,0.599925138107382
circ_00346,Macrophages,8.08806508528818,0.6396079600898108
circ_00347,Macrophages,3.6985643812775217,0.3867346544730088
circ_00348,CD4+ T cells,0.8386732446045397,0.1352178081751704
circ_00349,CD8+ T cells,0.04727187978589065,0.9500941046686928
circ_00350,CD4+ T cells,7.950161513690478,0.23168941824278833
circ_00351,B cells,8.038455952285421,0.7195783684351981
circ_00352,B cells,4.9999549414752185,0.8050724797267446
circ_00353,CD4+ T cells,6.544606422394147,0.8368565677616103
circ_00354,Macrophages,4.654934991160413,0.4433405509349463
circ_00355,NK cells,9.838764002080762,0.9654458371327771
circ_00356,Macrophages,9.901040719969119,0.22862811575686626
circ_00357,Macrophages,2.275240629149853,0.7471197074852138
circ_00358,Dendritic cells,1.0730634762705882,0.9759660841507313
circ_00359,Dendritic cells,7.214858090230573,0.8770988792474427
circ_00360,Dendritic cells,9.833360161573129,0.6041677738950153
circ_00361,CD4+ T cells,5.550685379544521,0.8377628114821304
circ_00362,NK cells,4.123286137603114,0.36009731996139593
circ_00363,B cells,8.77695966619848,0.298470951140143
circ_00364,CD8+ T cells,6.516424803189236,0.14009503427574313
circ_00365,CD8+ T cells,1.5398570774487597,0.7644426528121845
circ_00366,CD8+ T cells,8.461025531758406,0.42036857165855424
circ_00367,CD8+ T cells,8.458431558241328,0.6281263865394766
circ_00368,Dendritic cells,3.3370198517492575,0.7814458183392474
circ_00369,B cells,2.4397193430708954,0.8161511115814619
circ_00370,Macrophages,1.6275160108465936,0.6795697231468383
circ_00371,NK cells,5.51480091508775,0.4728123354372258
circ_00372,NK cells,8.088724105165904,0.6780630586477734
circ_00373,Macrophages,5.183126119130308,0.5995452645157066
circ_00374,Dendritic cells,4.041975864117045,0.7820702588410978
circ_00375,NK cells,2.220980400439129,0.8988430688626774
circ_00376,CD8+ T cells,0.7738671497867688,0.5595581579963723
circ_00377,NK cells,3.108486040053932,0.5339593460627293
circ_00378,NK cells,5.100326416562502,0.9463542226772941
circ_00379,Macrophages,8.629799809877623,0.9485660705039854
circ_00380,NK cells,3.038241971069897,0.6739717660208145
circ_00381,B cells,4.711243774189616,0.24718208318619744
circ_00382,Dendritic cells,7.874671674691381,0.39766289590595916
circ_00383,NK cells,8.988170094615143,0.8010689102207539
circ_00384,Macrophages,3.1271898430017,0.7323698945514866
circ_00385,B cells,5.628385585795902,0.5696946025422168
circ_00386,CD4+ T cells,4.4489366432058866,0.31378446855303554
circ_00387,Macrophages,3.7691474239233793,0.22138206193554422
circ_00388,CD8+ T cells,8.065888227743807,0.4419907335417226
circ_00389,B cells,4.436322938993184,0.7444254258362271
circ_00390,Dendritic cells,9.531674138593903,0.9549338737885638
circ_00391,B cells,9.226578746130686,0.6592897186559806
circ_00392,B cells,3.7832913148051297,0.9093314318541399
circ_00393,B cells,5.065577448635414,0.683829444563038
circ_00394,CD8+ T cells,6.61741872308263,0.4329778632183826
circ_00395,CD4+ T cells,5.8129443086368,0.14981922099337164
circ_00396,B cells,5.240649233876957,0.44234723817714205
circ_00397,CD4+ T cells,9.84802094787992,0.41905067780597405
circ_00398,NK cells,4.187072936190153,0.5801766558387488
circ_00399,CD4+ T cells,8.746258628899533,0.5344743964920355
circ_00400,Macrophages,5.766943151870395,0.2884325926064001
circ_00401,Macrophages,7.029470560243266,0.6541109270057038
circ_00402,B cells,1.500386951622228,0.8870771077612518
circ_00403,Macrophages,2.7689894035923923,0.6565198996114238
circ_00404,CD8+ T cells,3.713486659736347,0.4236842471929284
circ_00405,CD4+ T cells,3.254695665843139,0.84082451125457
circ_00406,CD8+ T cells,1.366891930703682,0.2585706547648394
circ_00407,CD8+ T cells,0.5510472560623592,0.9486744620159289
circ_00408,Dendritic cells,5.482625479710796,0.9138892829530036
circ_00409,B cells,2.875026142709869,0.6395651450260275
circ_00410,CD8+ T cells,4.913559240034322,0.29173823106616115
circ_00411,CD8+ T cells,7.802964545053193,0.8784021489905378
circ_00412,Dendritic cells,7.932077714525844,0.2240104850314409
circ_00413,B cells,2.204147667676919,0.7236548280175141
circ_00414,B cells,4.47593207378068,0.33665442929298417
circ_00415,Dendritic cells,5.858768655501002,0.26258738272276805
circ_00416,NK cells,1.257202854947842,0.29574944305906026
circ_00417,B cells,9.8361302194415,0.5942024279089062
circ_00418,CD4+ T cells,9.55883332561995,0.1861499710389095
circ_00419,Macrophages,0.9509696890101205,0.9394605515343347
circ_00420,B cells,2.633767468537207,0.4900254090091114
circ_00421,Macrophages,3.6466169439401774,0.4679751598110491
circ_00422,NK cells,4.430147734176959,0.5968631498580393
circ_00423,Dendritic cells,0.8134529135187707,0.2386481227480063
circ_00424,Macrophages,8.716816975255895,0.4504945203354238
circ_00425,CD4+ T cells,6.6918176458970375,0.47547174716021345
circ_00426,NK cells,5.56765353701897,0.17881453785912926
circ_00427,CD8+ T cells,0.6212545164153249,0.40532097457006533
circ_00428,Dendritic cells,8.310774487051468,0.530003862421604
circ_00429,Dendritic cells,0.5199773529116947,0.6945246616295133
circ_00430,Macrophages,7.139856005158116,0.7480402437972798
circ_00431,B cells,2.520511082512893,0.4502114047954967
circ_00432,Dendritic cells,8.012605624722292,0.31003455933487767
circ_00433,Macrophages,7.951816739075603,0.8408772586809706
circ_00434,Macrophages,9.655665985885511,0.6203343379294853
circ_00435,Dendritic cells,9.1161316987152,0.7871510018236091
circ_00436,NK cells,4.536158019351135,0.7042578957407706
circ_00437,CD4+ T cells,7.65226315304798,0.7829948138363165
circ_00438,Dendritic cells,5.5811447437807065,0.7690131989310558
circ_00439,CD4+ T cells,1.3915791544188394,0.6564881741854783
circ_00440,Macrophages,8.683221472523817,0.5048249819905963
circ_00441,Dendritic cells,6.265942036996034,0.9883801705272887
circ_00442,NK cells,6.936382754867752,0.8821236917772874
circ_00443,Dendritic cells,1.0059113873533365,0.8548768575029506
circ_00444,Macrophages,0.10655374931285211,0.7631244786624352
circ_00445,Macrophages,0.4179843927707583,0.8146985815317727
circ_00446,CD4+ T cells,1.4140099409675388,0.7106491333380272
circ_00447,NK cells,5.644710624817342,0.8219057251948884
circ_00448,B cells,0.20493674424051367,0.9141177991906162
circ_00449,Dendritic cells,6.103539908382381,0.8333754307797607
circ_00450,Macrophages,8.273260916017147,0.7874185421742608
circ_00451,CD8+ T cells,2.5051030852197176,0.11091180208299227
circ_00452,CD4+ T cells,5.934075337082602,0.5284953961243101
circ_00453,CD4+ T cells,7.300339401590352,0.8119327592713607
circ_00454,B cells,2.1046957200689596,0.5756957554778674
circ_00455,CD4+ T cells,9.6906889794118,0.2616773776525202
circ_00456,NK cells,2.162292847128594,0.10625396375145744
circ_00457,B cells,2.509627562882627,0.5703348240782651
circ_00458,Macrophages,3.485316851804614,0.4378940453668747
circ_00459,B cells,9.256749943937395,0.6556070449781225
circ_00460,B cells,9.31954454822948,0.4963786060725718
circ_00461,Macrophages,2.844340884983242,0.5918449826010431
