circrna_id,immunogenicity,immune_score,immunogenicity_class
circ_00091,1,0.6146831931218514,High
circ_00092,1,0.3097965103782608,Medium
circ_00093,1,0.7960170080678309,High
circ_00094,0,0.2950772375952995,Low
circ_00095,1,0.5881802430037564,Medium
circ_00096,1,0.7058364139074916,High
circ_00097,0,0.18969679378327495,Low
circ_00098,0,0.12369527342493745,Low
circ_00099,1,0.5038655586855555,Medium
circ_00100,1,0.8433321020587964,High
circ_00101,1,0.3592742833051431,Medium
circ_00102,0,0.07374115688335978,Low
circ_00103,1,0.9130483156308037,High
circ_00104,0,0.1987495375083914,Low
circ_00105,1,0.5402813087462568,Medium
circ_00106,1,0.5259172829744728,Medium
circ_00107,1,0.46745767058992727,Medium
circ_00108,1,0.339239733432408,Medium
circ_00109,1,0.51746115171422,Medium
circ_00110,1,0.6542042409979355,High
circ_00111,1,0.9508634833080212,High
circ_00112,0,0.29014921654081566,Low
circ_00113,1,0.5249239075885183,Medium
circ_00114,1,0.6151845443851651,High
circ_00115,1,0.4935253510589489,Medium
circ_00116,0,0.029167325377927433,Low
circ_00117,1,0.9208465788651601,High
circ_00118,0,0.009672110998966333,Low
circ_00119,0,0.06504411775131688,Low
circ_00120,1,0.6143376609298242,High
circ_00121,0,0.030945798229970012,Low
circ_00122,0,0.29127593655806394,Low
circ_00123,0,0.29842789119209895,Low
circ_00124,0,0.25125178730608105,Low
circ_00125,1,0.6463471976765544,High
circ_00126,1,0.34966838109264026,Medium
circ_00127,1,0.5819479927932744,Medium
circ_00128,1,0.9418898376473742,High
circ_00129,1,0.9900716545018764,High
circ_00130,0,0.28812425613791576,Low
circ_00131,0,0.23791934809768528,Low
circ_00132,0,0.11227901449452346,Low
circ_00133,0,0.09474637688506772,Low
circ_00134,0,0.23558206125419892,Low
circ_00135,1,0.30195259406538283,Medium
circ_00136,0,0.04911479439026315,Low
circ_00137,0,0.1130777891775324,Low
circ_00138,1,0.37620830777491204,Medium
circ_00139,0,0.29103052929946843,Low
circ_00140,0,0.22830618126463403,Low
circ_00141,1,0.3869252666336861,Medium
circ_00142,1,0.533543048734871,Medium
circ_00143,0,0.19469465947135323,Low
circ_00144,0,0.0006244537049760801,Low
circ_00145,1,0.4931903298427044,Medium
circ_00146,1,0.5055535734540659,Medium
circ_00147,0,0.1096173037000599,Low
circ_00148,1,0.5842971800907286,Medium
circ_00149,1,0.3013613140232957,Medium
circ_00150,1,0.38445572773992515,Medium
circ_00151,1,0.47890011253878584,Medium
circ_00152,0,0.1389783198300649,Low
circ_00153,0,0.14137649089413162,Low
circ_00154,1,0.7156136256893989,High
circ_00155,1,0.8035012370504587,High
circ_00156,0,0.22705343883899526,Low
circ_00157,0,0.08490414092428421,Low
circ_00158,1,0.8468887436669847,High
circ_00159,1,0.7390260490383671,High
circ_00160,1,0.7023357132606934,High
circ_00161,1,0.6675877022079278,High
circ_00162,1,0.6317632977191059,High
circ_00163,0,0.0368032587607778,Low
circ_00164,1,0.8429446073026291,High
circ_00165,1,0.8394636221945975,High
circ_00166,0,0.18693320627641685,Low
circ_00167,0,0.20128741022108934,Low
circ_00168,1,0.8113909604013588,High
circ_00169,0,0.27267944886399076,Low
circ_00170,0,0.27527483520895235,Low
circ_00171,1,0.6936584938709122,High
circ_00172,0,0.1427399801423695,Low
circ_00173,1,0.43426209256894976,Medium
circ_00174,1,0.41962479277531756,Medium
circ_00175,1,0.39156217878599736,Medium
circ_00176,0,0.21304733438016923,Low
circ_00177,0,0.040269999178482674,Low
circ_00178,1,0.8674080193553106,High
circ_00179,1,0.4811197436891409,Medium
circ_00180,1,0.35312797395661255,Medium
circ_00181,0,0.06267620330852637,Low
circ_00182,1,0.6060428966542774,High
circ_00183,1,0.45382342288802247,Medium
circ_00184,0,0.10460022306352436,Low
circ_00185,0,0.24105418276496968,Low
circ_00186,1,0.41012411207782845,Medium
circ_00187,0,0.26555516079502317,Low
circ_00188,1,0.5465549791188566,Medium
circ_00189,1,0.9345424188908484,High
circ_00190,1,0.6830445462273771,High
circ_00191,1,0.7474684898594512,High
circ_00192,0,0.2755900747493518,Low
circ_00193,1,0.8140466075633602,High
circ_00194,1,0.5163817417809302,Medium
circ_00195,1,0.5514518016623734,Medium
circ_00196,1,0.9389164404117516,High
circ_00197,0,0.28306020644332214,Low
circ_00198,0,0.27771568205014896,Low
circ_00199,1,0.7372047065135028,High
circ_00200,1,0.7192020866525908,High
circ_00201,1,0.5541363678494153,Medium
circ_00202,1,0.7566772519964947,High
circ_00203,0,0.11145902575607432,Low
circ_00204,0,0.14280164391973912,Low
circ_00205,1,0.5515285670775502,Medium
circ_00206,0,0.008517155466982928,Low
circ_00207,1,0.7046710320628597,High
circ_00208,1,0.9590594901441324,High
circ_00209,0,0.1842015602580999,Low
circ_00210,1,0.7963197851015074,High
circ_00211,1,0.4807277246446261,Medium
circ_00212,0,0.19610973640378773,Low
circ_00213,0,0.1295177982592924,Low
circ_00214,1,0.6478136033915156,High
circ_00215,1,0.5153401903377882,Medium
circ_00216,1,0.35913862549341063,Medium
circ_00217,1,0.7215087349667422,High
circ_00218,0,0.19729068686005485,Low
circ_00219,1,0.4900749106151405,Medium
circ_00220,0,0.2586585414097856,Low
circ_00221,1,0.5675085347879962,Medium
circ_00222,0,0.2331414322404106,Low
circ_00223,1,0.7913080844848925,High
circ_00224,1,0.512539406623665,Medium
circ_00225,1,0.8640574078588317,High
circ_00226,1,0.7195116878846765,High
circ_00227,1,0.6198454424775017,High
circ_00228,1,0.33415142516649377,Medium
circ_00229,0,0.1529649942327019,Low
circ_00230,0,0.024951105526586293,Low
circ_00231,1,0.9058615941170517,High
circ_00232,1,0.9700648360916603,High
circ_00233,0,0.08831960010767857,Low
circ_00234,1,0.4246170391690426,Medium
circ_00235,1,0.8504675268354467,High
circ_00236,1,0.962466398925332,High
circ_00237,1,0.5208713864014082,Medium
circ_00238,0,0.09694421393110304,Low
circ_00239,1,0.4058211019930604,Medium
circ_00240,0,0.16548707471787552,Low
circ_00241,1,0.3150943758653586,Medium
circ_00242,0,0.21158856538189244,Low
circ_00243,1,0.6296113505493244,High
circ_00244,1,0.8378353248581889,High
circ_00245,1,0.45686972512147617,Medium
circ_00246,1,0.38913866359760463,Medium
circ_00247,0,0.05889743523816712,Low
circ_00248,0,0.044518427327285635,Low
circ_00249,0,0.26446902063634226,Low
circ_00250,1,0.47113765480282177,Medium
circ_00251,1,0.6665787056399686,High
circ_00252,1,0.5987399587988574,Medium
circ_00253,1,0.3117868805379928,Medium
circ_00254,0,0.25180357667675785,Low
circ_00255,1,0.9173746176458512,High
circ_00256,1,0.7206294831167364,High
circ_00257,0,0.14116071023060886,Low
circ_00258,1,0.9176935542589661,High
circ_00259,1,0.7870224746949848,High
circ_00260,1,0.6315295581813399,High
circ_00261,1,0.5082231256418546,Medium
circ_00262,1,0.4528865517172673,Medium
circ_00263,1,0.4136927481816989,Medium
circ_00264,0,0.09163203971262214,Low
circ_00265,0,0.08717653992971623,Low
circ_00266,0,0.08752254078443224,Low
circ_00267,1,0.5581623354650402,Medium
circ_00268,1,0.6482453092635679,High
circ_00269,0,0.13369494039731775,Low
circ_00270,1,0.5167034891092643,Medium
circ_00271,1,0.33538977997171066,Medium
circ_00272,1,0.4041035732314746,Medium
circ_00273,1,0.6949741437140359,High
circ_00274,0,0.06620267918766405,Low
circ_00275,1,0.7923815290333783,High
circ_00276,0,0.002422598631746253,Low
circ_00277,1,0.3291692455043569,Medium
circ_00278,0,0.12191822225139017,Low
circ_00279,0,0.08202188835117909,Low
circ_00280,1,0.325283885363372,Medium
circ_00281,1,0.3824816173943737,Medium
circ_00282,1,0.8923470974202703,High
circ_00283,1,0.570581438274669,Medium
circ_00284,1,0.38616671017347454,Medium
circ_00285,1,0.3389989755671421,Medium
circ_00286,0,0.12055063749323291,Low
circ_00287,1,0.37180618054612175,Medium
circ_00288,1,0.8926877154242732,High
circ_00289,1,0.41255183307847737,Medium
circ_00290,0,0.01177327340897002,Low
circ_00291,1,0.7055721423528574,High
circ_00292,0,0.17957366764064786,Low
circ_00293,0,0.05766291801182974,Low
circ_00294,0,0.09002105301108464,Low
circ_00295,1,0.35046146470620543,Medium
circ_00296,1,0.9920606707337056,High
circ_00297,1,0.9598148321552491,High
circ_00298,1,0.8629313305907915,High
circ_00299,1,0.5157189878367965,Medium
circ_00300,1,0.7999097147585439,High
circ_00301,0,0.14748196820303425,Low
circ_00302,1,0.9123261235259145,High
circ_00303,1,0.8185670348758077,High
circ_00304,1,0.9596169874004787,High
circ_00305,0,0.17256381846336147,Low
circ_00306,1,0.3432603733163895,Medium
circ_00307,0,0.048277302161359156,Low
circ_00308,1,0.41877108913937433,Medium
circ_00309,1,0.43322040581356014,Medium
circ_00310,0,0.003410947068778158,Low
circ_00311,0,0.25033141898892874,Low
circ_00312,0,0.051117241221761846,Low
circ_00313,0,0.10103214182718846,Low
circ_00314,0,0.0359629583250451,Low
circ_00315,0,0.1763729710286771,Low
circ_00316,0,0.2655095928538886,Low
circ_00317,1,0.8669745852545075,High
circ_00318,1,0.3538877965270811,Medium
circ_00319,0,0.04815909810936555,Low
circ_00320,0,0.21038147745534966,Low
circ_00321,0,0.27424643659723125,Low
circ_00322,0,0.10517867651606445,Low
circ_00323,0,0.0872530371749336,Low
circ_00324,1,0.6600010371438768,High
circ_00325,1,0.3307895023784829,Medium
circ_00326,1,0.5825093770261514,Medium
circ_00327,1,0.9957163591825389,High
circ_00328,1,0.5653937185192315,Medium
circ_00329,1,0.9594314733226479,High
circ_00330,1,0.4680194041662309,Medium
circ_00331,0,0.25357604620585017,Low
circ_00332,1,0.4636175748624185,Medium
circ_00333,1,0.646507074132279,High
circ_00334,1,0.388961272742165,Medium
circ_00335,0,0.27359824540351474,Low
circ_00336,0,0.287445927028597,Low
circ_00337,0,0.04709612488977114,Low
circ_00338,0,0.25111033342016453,Low
circ_00339,1,0.32842169154489476,Medium
circ_00340,0,0.040122499160152265,Low
circ_00341,1,0.9442612904258605,High
circ_00342,0,0.271016992855063,Low
circ_00343,0,0.2229606383119128,Low
circ_00344,0,0.09240131867603595,Low
circ_00345,0,0.14405278859576617,Low
circ_00346,0,0.0865560027637722,Low
circ_00347,1,0.8494238078471408,High
circ_00348,1,0.653785323981577,High
circ_00349,0,0.23092967507675968,Low
circ_00350,1,0.49383102842778503,Medium
circ_00351,1,0.5088347420025301,Medium
circ_00352,1,0.8299551634795369,High
circ_00353,0,0.20944459643197041,Low
circ_00354,1,0.5731032489548116,Medium
circ_00355,1,0.6059042783624193,High
circ_00356,0,0.24691329503990914,Low
circ_00357,0,0.14968833249570468,Low
circ_00358,0,0.007979199626190024,Low
circ_00359,1,0.6936321738519862,High
circ_00360,1,0.3846508234785514,Medium
circ_00361,0,0.24997687837287808,Low
circ_00362,0,0.08584489002154033,Low
circ_00363,1,0.5609797336913733,Medium
circ_00364,0,0.07822128583543514,Low
circ_00365,1,0.5682791508339093,Medium
circ_00366,1,0.4009847275373437,Medium
circ_00367,1,0.5160814413815201,Medium
circ_00368,1,0.9797043766815755,High
circ_00369,1,0.43202716728519514,Medium
circ_00370,1,0.48688345904072494,Medium
circ_00371,1,0.41947441065110624,Medium
circ_00372,1,0.45106742382790455,Medium
circ_00373,1,0.5151282643148944,Medium
circ_00374,0,0.017189799067225352,Low
circ_00375,0,0.1349378833771731,Low
circ_00376,0,0.20644454390051936,Low
circ_00377,0,0.08272729259078233,Low
circ_00378,1,0.5550343656250065,Medium
circ_00379,0,0.047398193815562525,Low
circ_00380,1,0.31873837184205916,Medium
circ_00381,0,0.2840546311720993,Low
circ_00382,0,0.10475151802902503,Low
circ_00383,1,0.38096625657799477,Medium
circ_00384,1,0.4107862030658015,Medium
circ_00385,1,0.35919014794185794,Medium
circ_00386,1,0.3251208799854747,Medium
circ_00387,1,0.8952075298337729,High
circ_00388,1,0.37188668163606287,Medium
circ_00389,1,0.3438205097167934,Medium
circ_00390,1,0.4012419050104309,Medium
circ_00391,0,0.19908741177548953,Low
circ_00392,1,0.5140440630891846,Medium
circ_00393,1,0.4215728766106783,Medium
circ_00394,0,0.27054020257664624,Low
circ_00395,1,0.5781889426948726,Medium
circ_00396,1,0.35691561812875006,Medium
circ_00397,0,0.297095537107411,Low
circ_00398,1,0.5936196440900423,Medium
circ_00399,1,0.477235177596538,Medium
circ_00400,1,0.5603131114728233,Medium
circ_00401,1,0.5410510817073392,Medium
circ_00402,0,0.24502074617104214,Low
circ_00403,1,0.6368008744802508,High
circ_00404,1,0.8770726441091722,High
circ_00405,1,0.5122662471720082,Medium
circ_00406,0,0.24780150299455508,Low
circ_00407,1,0.9985153917873224,High
circ_00408,0,0.21753885412461413,Low
circ_00409,1,0.5547251361523164,Medium
circ_00410,0,0.18095273923188018,Low
circ_00411,1,0.985770607433312,High
circ_00412,0,0.16790045195581177,Low
circ_00413,1,0.9061386323137216,High
circ_00414,1,0.7772686661542786,High
circ_00415,1,0.5840459261723017,Medium
circ_00416,0,0.04205339865583596,Low
circ_00417,1,0.3440255783566854,Medium
circ_00418,1,0.8354287157551423,High
circ_00419,1,0.5645387828015868,Medium
circ_00420,0,0.16385173170675194,Low
circ_00421,1,0.47119717237050096,Medium
circ_00422,0,0.10294949447523347,Low
circ_00423,1,0.6141800947807516,High
circ_00424,1,0.7402412583166089,High
circ_00425,0,0.002985272093102287,Low
circ_00426,0,0.06483297067911835,Low
circ_00427,1,0.6061278566168286,High
circ_00428,1,0.46914868180313507,Medium
circ_00429,0,0.1297969402617033,Low
circ_00430,0,0.28117539317479245,Low
circ_00431,0,0.2598217379805892,Low
circ_00432,1,0.36269082378472794,Medium
circ_00433,1,0.45487424389470865,Medium
circ_00434,0,0.24851504874582142,Low
circ_00435,1,0.5949486639802878,Medium
circ_00436,1,0.9254032139324967,High
circ_00437,1,0.652601564772331,High
circ_00438,0,0.24963290627088913,Low
circ_00439,1,0.7390134360489524,High
circ_00440,1,0.39073853738307723,Medium
circ_00441,0,0.0912527390376433,Low
circ_00442,1,0.6013747827908837,High
circ_00443,1,0.36167799625433994,Medium
circ_00444,0,0.14951726093162354,Low
circ_00445,0,0.24237472794362577,Low
circ_00446,0,0.2728752129130641,Low
circ_00447,1,0.9072328661608082,High
circ_00448,1,0.40297167200920203,Medium
circ_00449,1,0.7000842725579041,High
circ_00450,1,0.3412722246645074,Medium
circ_00451,1,0.4218464537156245,Medium
circ_00452,0,0.019793002850445884,Low
circ_00453,1,0.5464678470165305,Medium
circ_00454,1,0.719110307879085,High
circ_00455,0,0.23071523601142793,Low
circ_00456,0,0.10327314433084048,Low
circ_00457,1,0.5247438199388024,Medium
circ_00458,0,0.07890823290178398,Low
circ_00459,1,0.912311554987177,High
circ_00460,0,0.25844487740881156,Low
circ_00461,1,0.45323268571920194,Medium
circ_00462,1,0.4102363353960875,Medium
circ_00463,0,0.2957302035760601,Low
circ_00464,0,0.19287620175380496,Low
circ_00465,1,0.7441194652878843,High
circ_00466,1,0.7885269682049875,High
circ_00467,1,0.3630721539841067,Medium
circ_00468,0,0.0005620780304431249,Low
circ_00469,1,0.49754339303582046,Medium
circ_00470,1,0.5373229877624605,Medium
circ_00471,0,0.2644963534131886,Low
circ_00472,0,0.06342912649495148,Low
circ_00473,1,0.3762126301614751,Medium
circ_00474,1,0.87541744010397,High
circ_00475,0,0.177169991698725,Low
circ_00476,0,0.13516708198848237,Low
circ_00477,0,0.050620803804821056,Low
circ_00478,1,0.8082567433317864,High
circ_00479,0,0.00783376265971074,Low
circ_00480,1,0.6624453551843136,High
circ_00481,1,0.43031623475499137,Medium
circ_00482,0,0.11334626783743357,Low
circ_00483,1,0.6326412322696686,High
circ_00484,1,0.7645912058971219,High
circ_00485,0,0.08346935623098607,Low
circ_00486,0,0.005059379219260929,Low
circ_00487,0,0.14371168549872795,Low
circ_00488,1,0.30130748735937163,Medium
circ_00489,0,0.16425429610404232,Low
circ_00490,0,0.26028772630920927,Low
circ_00491,1,0.6719031494387327,High
circ_00492,1,0.579859423224518,Medium
circ_00493,0,0.23092130795135973,Low
circ_00494,1,0.3604475472459342,Medium
circ_00495,0,0.08495106516482684,Low
circ_00496,1,0.5342337008082988,Medium
circ_00497,0,0.14326915399249485,Low
circ_00498,0,0.09326691758939006,Low
circ_00499,0,0.02695394715570085,Low
circ_00500,0,0.12442032266595464,Low
circ_00501,1,0.5471604367292424,Medium
circ_00502,1,0.43318856386568494,Medium
circ_00503,0,0.29675450391388397,Low
circ_00504,0,0.06167079273344282,Low
circ_00505,0,0.031849320615778276,Low
circ_00506,0,0.03906010660435707,Low
circ_00507,0,0.09286276997003737,Low
circ_00508,1,0.7456876567336226,High
circ_00509,1,0.614581163087615,High
circ_00510,0,0.2938529820169807,Low
circ_00511,0,0.20251948564550484,Low
circ_00512,1,0.4864637240594375,Medium
circ_00513,1,0.5392962779926846,Medium
circ_00514,0,0.1195444239151483,Low
circ_00515,1,0.6567406975917945,High
circ_00516,1,0.45479372344681945,Medium
circ_00517,1,0.8378234011530337,High
circ_00518,0,0.11181966682495602,Low
circ_00519,1,0.9765717007556046,High
circ_00520,0,0.2846573956269534,Low
circ_00521,1,0.8984170166061387,High
circ_00522,0,0.16394624724122617,Low
circ_00523,1,0.32706146993576174,Medium
circ_00524,0,0.02086134094629427,Low
circ_00525,1,0.5692084288828461,Medium
circ_00526,0,0.10789187170723084,Low
circ_00527,0,0.1818854445551364,Low
circ_00528,1,0.914275938425845,High
circ_00529,0,0.21657665479969027,Low
circ_00530,1,0.3694311339037136,Medium
circ_00531,1,0.7289003368087869,High
circ_00532,1,0.6984788418196419,High
circ_00533,1,0.5137332557377059,Medium
circ_00534,1,0.6936266478994435,High
circ_00535,0,0.05688101519021166,Low
circ_00536,0,0.0005137945878637028,Low
circ_00537,1,0.5667841820736939,Medium
circ_00538,0,0.20190393046135843,Low
circ_00539,1,0.9511383509986707,High
circ_00540,0,0.24154248371307627,Low
circ_00541,1,0.5337601406561809,Medium
circ_00542,0,0.2454269305389894,Low
circ_00543,0,0.2953224143629556,Low
circ_00544,0,0.0901446335374852,Low
circ_00545,0,0.03009071726431286,Low
circ_00546,1,0.7377449729509851,High
circ_00547,1,0.3209472588297464,Medium
circ_00548,1,0.4997046586153724,Medium
circ_00549,1,0.45476111820753007,Medium
circ_00550,1,0.652088273049709,High
circ_00551,1,0.6599113463856086,High
circ_00552,1,0.8196342616893779,High
circ_00553,1,0.7397229208017883,High
circ_00554,0,0.1765728857169652,Low
circ_00555,0,0.2999976126908898,Low
circ_00556,1,0.5450422450253531,Medium
circ_00557,0,0.15162399169737054,Low
circ_00558,0,0.2541047735608609,Low
circ_00559,1,0.7238780472341126,High
circ_00560,0,0.020749186094228832,Low
circ_00561,0,0.081936480996051,Low
circ_00562,1,0.9847623771453464,High
circ_00563,0,0.29355850365086594,Low
circ_00564,1,0.3561928394683202,Medium
circ_00565,0,0.08958646123263765,Low
circ_00566,0,0.2423331651770079,Low
circ_00567,0,0.1373113372103554,Low
circ_00568,0,0.14165653538810127,Low
circ_00569,0,0.10797839037672266,Low
circ_00570,0,0.223443090474832,Low
circ_00571,1,0.32969988423406016,Medium
circ_00572,1,0.3092512290652565,Medium
circ_00573,1,0.9236596138125259,High
circ_00574,1,0.4351887281202968,Medium
circ_00575,1,0.47028307431319605,Medium
circ_00576,1,0.46552696965100016,Medium
circ_00577,0,0.16460822330792005,Low
circ_00578,0,0.04550052637047449,Low
circ_00579,1,0.7428324660814746,High
circ_00580,1,0.8161902247821964,High
circ_00581,1,0.7666720715504505,High
circ_00582,0,0.04323097663389169,Low
circ_00583,0,0.08500369442480098,Low
circ_00584,0,0.07178985413586585,Low
circ_00585,0,0.03889744928449483,Low
circ_00586,0,0.08368040860766164,Low
circ_00587,0,0.22721313052887235,Low
circ_00588,1,0.5613445914643826,Medium
circ_00589,1,0.9266213716363463,High
circ_00590,0,0.17900987009930477,Low
circ_00591,0,0.22625448208677834,Low
circ_00592,1,0.48961412563564594,Medium
circ_00593,1,0.3025069312396239,Medium
circ_00594,0,0.20940440287727394,Low
circ_00595,1,0.6045552450472412,High
circ_00596,1,0.8731762058665142,High
circ_00597,0,0.26008908652015345,Low
circ_00598,1,0.5569950869508133,Medium
circ_00599,1,0.38561714092934474,Medium
circ_00600,1,0.3006726523144117,Medium
circ_00601,0,0.10428333717349587,Low
circ_00602,1,0.6932044895998041,High
circ_00603,0,0.06731453607741307,Low
circ_00604,1,0.3083571346442082,Medium
circ_00605,1,0.4017056117287891,Medium
circ_00606,0,0.07970658886271904,Low
circ_00607,1,0.7354230675248168,High
circ_00608,1,0.9191556454723174,High
circ_00609,1,0.5059752520749023,Medium
circ_00610,1,0.7798479642601441,High
circ_00611,1,0.3118105876908572,Medium
circ_00612,1,0.8480603413746892,High
circ_00613,1,0.4017521359782685,Medium
circ_00614,0,0.16249164724647783,Low
circ_00615,0,0.0247734519948132,Low
circ_00616,0,0.24050845743982033,Low
circ_00617,0,0.01783599841259127,Low
circ_00618,0,0.050941444404876586,Low
circ_00619,0,0.11189933589048702,Low
circ_00620,0,0.19316237437773917,Low
circ_00621,0,0.2430304355010234,Low
circ_00622,0,0.18547718893341442,Low
circ_00623,0,0.05530824758666623,Low
circ_00624,1,0.6899886888449394,High
circ_00625,1,0.8480143806059777,High
circ_00626,1,0.8209262301816843,High
circ_00627,0,0.14410061362674473,Low
circ_00628,0,0.15790244434576106,Low
circ_00629,0,0.1300968219973144,Low
circ_00630,0,0.07193862254004581,Low
circ_00631,1,0.6326353373987335,High
circ_00632,1,0.4616156349571272,Medium
circ_00633,1,0.6222323728650607,High
circ_00634,1,0.35148694884609494,Medium
circ_00635,0,0.21361802544773242,Low
circ_00636,1,0.3949357823579701,Medium
circ_00637,0,0.2765331664951789,Low
circ_00638,0,0.15659092991599635,Low
circ_00639,1,0.877371569548294,High
circ_00640,0,0.09423324065418871,Low
circ_00641,0,0.060272506061576046,Low
circ_00642,0,0.28158333135527513,Low
circ_00643,0,0.04989193964798792,Low
circ_00644,1,0.9994811906083907,High
circ_00645,1,0.35067095256029207,Medium
circ_00646,1,0.5465519571123472,Medium
circ_00647,1,0.5130619884952365,Medium
circ_00648,0,0.1588943105113838,Low
circ_00649,1,0.735279877119807,High
circ_00650,1,0.31842940999210123,Medium
circ_00651,1,0.9271850894514535,High
circ_00652,1,0.3117657558576587,Medium
circ_00653,1,0.8339253809829257,High
circ_00654,0,0.07265252761450193,Low
circ_00655,1,0.5376782963906397,Medium
circ_00656,0,0.2769634525685257,Low
circ_00657,1,0.7553063105933439,High
circ_00658,1,0.7719299375676522,High
circ_00659,1,0.859634859198614,High
circ_00660,1,0.9049668423722846,High
circ_00661,0,0.0005869807338507727,Low
circ_00662,0,0.10931873570799226,Low
circ_00663,1,0.7080902277747113,High
circ_00664,0,0.2377111521369668,Low
circ_00665,0,0.128738582833908,Low
circ_00666,0,0.1208860771781262,Low
circ_00667,1,0.3280302600772322,Medium
circ_00668,1,0.8734398572090765,High
circ_00669,0,0.27851824810269965,Low
circ_00670,1,0.5176144388120149,Medium
circ_00671,0,0.13767599661777347,Low
circ_00672,0,0.12476951441064235,Low
circ_00673,0,0.049773968978096696,Low
circ_00674,0,0.20999616428629242,Low
circ_00675,1,0.5045707968323655,Medium
circ_00676,0,0.08965593843111223,Low
circ_00677,0,0.23813470298926648,Low
circ_00678,0,0.07873373758404235,Low
circ_00679,1,0.324145155771748,Medium
circ_00680,1,0.6573426014217484,High
circ_00681,0,0.2678238596492953,Low
circ_00682,1,0.31700765008801174,Medium
circ_00683,0,0.26729382787399764,Low
circ_00684,1,0.7255831203733072,High
circ_00685,0,0.20913531197257887,Low
circ_00686,0,0.21719544218038153,Low
circ_00687,0,0.16386386282637974,Low
circ_00688,1,0.5663134558919869,Medium
circ_00689,1,0.4374294075146413,Medium
circ_00690,0,0.25784878826774205,Low
circ_00691,1,0.5751527393292792,Medium
circ_00692,1,0.7889506170944254,High
circ_00693,0,0.10369814799048145,Low
circ_00694,1,0.9824669788515955,High
circ_00695,1,0.47679666699388673,Medium
circ_00696,0,0.22847354747469495,Low
