gene_id,gene_name,gene_expression,tissue_specificity,gene_length,gc_content
ENSG00047474,CEP290,90.0775081680501,0.4614540963936594,134120,0.6209262599686192
ENSG00018918,ZDHHC20,85.30391374749536,0.7755586598713868,39598,0.36221677814180037
ENSG00053035,MAP3K4,63.2451135736744,0.004311151095611643,185634,0.31656041782411753
ENSG00007821,DNMT3B,99.92066689881618,0.33311732834791175,143849,0.4604320114403886
ENSG00071165,KIAA0190,70.76940182052857,0.5571906458879287,128188,0.6435650371094065
ENSG00069481,FOXP1,11.840331576171991,0.9839691531930189,23500,0.5994068426877117
ENSG00073306,RBPMS,20.262155912499203,0.14635761250946777,145110,0.5822158592311866
ENSG00019146,FOXP1,15.921179285777443,0.9999659071058247,192793,0.38523926514512963
ENSG00088097,CEP290,19.60836204300157,0.47595316075423644,161886,0.6971322719202057
ENSG00003788,PPFIA2,60.32172972145086,0.5454152415637172,184575,0.44330160888656905
ENSG00030975,MBOAT2,34.89402538335005,0.644879348484203,167762,0.36519756852411683
ENSG00033620,CEP350,92.3952651328563,0.20066476615670525,121729,0.5583611842758232
ENSG00074436,EBP,35.997817799942865,0.040990834735235016,103157,0.34162553355142106
ENSG00068755,TANC2,35.981940191478465,0.7742734197055894,20891,0.5314389738199535
ENSG00018653,HNRNPU,51.94152931956385,0.21972749462670305,112196,0.6842080145779879
ENSG00097072,FCHO2,8.402363554954228,0.3886738855684878,89801,0.5683025625265965
ENSG00050333,RERE,15.53871199722644,0.8347288262290159,13158,0.5372805497832401
ENSG00058119,ITCH,50.16738368293946,0.13856410221408633,56945,0.32009769953521966
ENSG00000835,HIPK3,79.45603628597038,0.40471588340175846,35813,0.5230337241288636
ENSG00064209,HNRNPU,43.09249705941024,0.6936414044390091,4309,0.49731274543942283
ENSG00012325,PPFIA2,37.957371106132655,0.15900796728598687,150537,0.46764544129394636
ENSG00050017,MAP3K4,22.607885020626263,0.5706984265914475,112404,0.33234779202254283
ENSG00033534,FOXP1,40.009879100785504,0.6200308364624021,6448,0.6986924058081055
ENSG00035920,EBP,51.889916784841006,0.02126099268610193,22938,0.5844121993319862
ENSG00053789,ZDHHC20,78.39180626090149,0.13060239166433374,59175,0.31735483514156493
ENSG00097804,ALOX15,52.87288534994475,0.21515962383858778,188501,0.43893523400916634
ENSG00031576,ANKS6,42.27054538844158,0.3173415158361892,64198,0.4294434900214177
ENSG00063070,RBPMS,48.886936126300014,0.9744097299830582,145739,0.3449395522614547
ENSG00085965,ZDHHC20,2.011735278154503,0.842310491106785,139503,0.6634271392549481
ENSG00046362,TTN,61.01894085764218,0.1575677304626103,13179,0.536796518805476
ENSG00019602,ZDHHC20,20.299957747335018,0.2657158897784859,20016,0.5535297128926377
ENSG00045868,EBP,30.433709756657112,0.7574154657811025,191490,0.41209148808972534
ENSG00010715,DNMT3B,93.8191132056461,0.9532363760902349,149642,0.5391148613846306
ENSG00069172,ANKS6,36.16040467843593,0.4808671189262981,143447,0.4828841594997918
ENSG00064727,Sestd1,49.954385448246875,0.8371807049023859,114061,0.36778978382692906
ENSG00059142,MAP3K4,55.71759315547864,0.28561286061464564,82209,0.6823325601710433
ENSG00041600,NCF2,87.25947401876945,0.2950635191854678,9940,0.3896801515226369
ENSG00047483,NCF2,13.423422140961982,0.7670264947727049,117727,0.5564027560221956
ENSG00017557,Sestd1,14.652414863812425,0.08204812849372523,86529,0.35331938024413456
ENSG00072454,MTR,76.26499265998443,0.13547738754832428,161642,0.6391528574169043
ENSG00005595,STAG2,49.11258655673084,0.29709142166512725,12515,0.33922167375594586
ENSG00083760,TANC2,14.489586020414125,0.6698133950997346,50223,0.42816281199401285
ENSG00099478,HNRNPU,40.15714493176377,0.8287270966512653,74372,0.5407826078724772
ENSG00007953,MAP3K4,84.52590024405369,0.7085179524241906,123796,0.6894404768221256
ENSG00009838,PPFIA2,99.9664221920875,0.8842167899091237,72597,0.49205118149790944
ENSG00000453,STAG2,69.41249764689591,0.22853983259452038,22259,0.5564265037792991
ENSG00015507,TTN,45.285087943418944,0.4092272398746162,176870,0.3719651915687954
ENSG00021272,MTR,75.02285999891134,0.9585891802031209,94018,0.6746787502192243
ENSG00063938,HNRNPU,28.904554465613064,0.4450111455338325,3326,0.6978978027313565
ENSG00090340,NCOR1,13.286238824617014,0.07657793019918557,154736,0.3770358555512721
ENSG00028511,MAP3K4,91.26971038300378,0.0800181891586138,175066,0.39662061269096754
ENSG00077859,HIPK3,45.21974955735829,0.7382471712427089,120182,0.49051053336729067
ENSG00065725,FCHO2,38.63345708503682,0.20024550585765766,106504,0.42363284854453387
ENSG00017863,MBOAT2,32.34661687246131,0.1822653447565542,145407,0.6841168014175697
ENSG00034078,FAM58A,30.85317024021965,0.2800600651170505,12047,0.630047579736992
ENSG00024167,SMO,74.8211274016532,0.30392291738283617,148445,0.4243667996045752
ENSG00099505,EBP,93.07815052571442,0.8987728162795728,40880,0.5452162535464196
ENSG00023117,STAG2,12.43867131365458,0.9159985188964791,81506,0.4118107357818193
ENSG00083169,CDR2,9.051782612804482,0.7350758827625062,47723,0.5306473541045159
ENSG00088018,CEP290,19.291753333737883,0.40040282653587556,43456,0.5967322863173798
ENSG00088296,TTN,62.41928110077806,0.39682374597095316,85685,0.5665287542583375
ENSG00065321,CEP350,96.26953915826891,0.7206505712520076,46095,0.32813635998109864
ENSG00011788,HNRNPU,58.990583689748256,0.13502985428563163,40562,0.5481011616714986
ENSG00051074,EBP,51.00963691566548,0.9371191676878322,27682,0.6707696418278015
ENSG00008222,RBPMS,81.61725963813576,0.6638474125761298,99178,0.3573580882651359
ENSG00011314,CEP290,7.090423894306541,0.20653970037282687,144804,0.651593338074074
ENSG00040451,CDR2,12.234078137228533,0.1815490477681947,168733,0.5505471557370503
ENSG00065320,EBP,20.795681817277888,0.46246552304178734,72616,0.40355727304431577
ENSG00064609,MAP3K4,68.56163116687097,0.46791196514739064,143552,0.5814987559667892
ENSG00047756,MTR,41.64174956885965,0.8320014770178289,124301,0.6633214305861269
ENSG00009442,NCOR1,71.32559318146919,0.3943265905288602,63229,0.4833700895403826
ENSG00053354,TANC2,33.89062179135428,0.786591034819069,36511,0.5322042879521048
ENSG00011322,ALOX12,72.99160763956277,0.18129312503748884,99092,0.5434736865707335
ENSG00068103,KIAA0190,41.65543978939987,0.9931191660691323,33769,0.32462671482240635
ENSG00066440,MBOAT2,97.07768912256041,0.626846239534102,38380,0.5994433321409995
ENSG00048309,PTK2,55.74167328784312,0.003619546170765653,148927,0.47174644906186225
ENSG00045813,FCHO2,98.54990312997298,0.6837328576660117,71561,0.5091502259602959
ENSG00033241,PTK2,87.94670795748671,0.35693714390417475,60019,0.5461021304908016
ENSG00073448,Sestd1,70.46397562314759,0.7246641315611414,66302,0.4127992109025327
ENSG00018589,NCF2,61.03330575383916,0.6373556384742444,25879,0.5448191925791568
ENSG00056863,ZDHHC20,26.656355237198028,0.26819625382857837,181855,0.4782208758086749
ENSG00032498,CEP290,35.83751144750572,0.9267703184529733,61100,0.34620797210858745
ENSG00038476,TTN,25.84961791472249,0.21548318932915245,117580,0.6376294281791197
ENSG00088856,ZDHHC20,13.853227044735473,0.22479645235629786,28282,0.5933455921825432
ENSG00035499,FCHO2,26.66985933044047,0.4456425317180115,129588,0.6862665175372872
ENSG00018439,ALOX12,26.75426014324669,0.35033857802133206,22410,0.5812358709859675
ENSG00035458,NCOR1,2.4448463204048143,0.4100002122822156,81636,0.5485937997731127
ENSG00076321,DNMT3B,0.8657022399313097,0.01661023917390958,83772,0.44097180848935336
ENSG00027275,ALOX12,3.9750916431731786,0.5899994099748372,46744,0.5705396441324093
ENSG00098505,MAP3K13,20.26434273647889,0.4997411778141714,44739,0.6534910899438257
ENSG00015161,MTR,61.14377992819803,0.8326450617373279,161715,0.30248613557806064
ENSG00062569,ITCH,28.94937608589071,0.27044897227269715,8400,0.31951148028850757
ENSG00058485,MAP3K13,48.37011031823755,0.3293426012773074,168733,0.44244848946757526
ENSG00062352,ITCH,82.18441477858195,0.9383791231029257,171160,0.33249052544967095
ENSG00004393,STAG2,70.63046488020032,0.6366651615542009,42529,0.5393331624186144
ENSG00005031,RBPMS,81.32869662680713,0.7641319567934092,136054,0.37466065760702993
ENSG00096247,ALOX15,12.949053847711589,0.9588354775841232,57364,0.3903248367782115
ENSG00047554,MBOAT2,98.7748271037528,0.4145639599218335,187055,0.4689853692295458
ENSG00084503,CDR2,12.878484794114042,0.5688548655551375,133304,0.5175794140400142
ENSG00017035,TANC2,37.96208711451195,0.9463745602642503,74535,0.4478482047962647
ENSG00008668,MBOAT2,78.22574334919035,0.7276384472517246,28985,0.34210309130280026
ENSG00008690,ALOX15,50.8333053764992,0.6676305145481427,134334,0.6280196831855693
ENSG00020527,RERE,21.938438339477916,0.30842579496271494,162509,0.5269372061218738
ENSG00071858,FAM58A,72.15581426421572,0.9387812818367768,190699,0.4668388057248936
ENSG00052938,TANC2,38.18249211080773,0.6450965835216184,92127,0.3727136320502236
ENSG00029961,DNMT3B,41.59364147516066,0.5218475039425592,146686,0.676284746402319
ENSG00068859,STAG2,32.542247731843965,0.8019482448821159,164463,0.3371404069070715
ENSG00064239,CEP290,51.8654615504878,0.6458361454110261,195526,0.324251366696375
ENSG00031662,FOXP1,59.499920319890265,0.4951754229699966,110095,0.3187046048989686
ENSG00098437,TTN,80.9246923591932,0.3469776250696782,109812,0.693173100594064
ENSG00039275,TANC2,93.34336241877533,0.2742163509672485,15128,0.5015430088121542
ENSG00033232,PPFIA2,55.36665054826485,0.940380295777619,134880,0.478906592648524
ENSG00006665,MTR,91.36196766061457,0.4286555026455434,189582,0.549745893478674
ENSG00065173,RERE,95.13198830191853,0.4947502376458027,146617,0.3093875566174458
ENSG00086386,HIPK3,33.29992025285914,0.9622113644365836,65419,0.3959166224136233
ENSG00076307,HNRNPU,51.81388117800123,0.9231014959845065,158658,0.4040005168041649
ENSG00019578,CEP290,77.69223248649546,0.26230036049745564,140329,0.4681300381743801
ENSG00049392,STAG2,11.447961902206117,0.27330606119872725,196353,0.6099920716790272
ENSG00058318,MTR,53.219277063853575,0.7975475379399707,118871,0.3575204256190274
ENSG00009929,ALOX12,56.59265975685833,0.2094109160174561,54711,0.40793530719384513
ENSG00020949,ALOX12,48.26884321520246,0.2132344792651667,20766,0.6190261368361811
ENSG00083430,TANC2,13.51899222438374,0.060462678931075375,77831,0.5609864848798314
ENSG00007316,PTK2,34.80454215788681,0.30501042570044723,36578,0.31488398026650904
ENSG00007383,HNRNPU,93.3525287061175,0.957144470731522,92526,0.6073508914167594
ENSG00005252,ALOX15,26.958340769100985,0.998885623258146,33082,0.5253729803499865
ENSG00008263,RBPMS,35.153719271729344,0.8695810399907811,29866,0.6157188458999907
ENSG00017295,Sestd1,99.77968730045205,0.819591111942502,198380,0.33742385755419557
ENSG00035668,PTK2,45.98450315645104,0.05496601784460986,129176,0.6428030827840591
ENSG00053305,FOXP1,83.05238545474256,0.8058033991279305,80894,0.35207838448220047
ENSG00014159,CEP290,87.9518961643214,0.6071619361677897,143223,0.3687704779007707
ENSG00095749,NCOR2,21.654502966078326,0.6536810755899871,42917,0.5609825850430231
ENSG00073330,RERE,35.15460568423766,0.003759126299444193,143627,0.6718147520244537
ENSG00019651,EBP,64.51863123727473,0.07583685199590406,17462,0.5918481965675813
ENSG00089691,STAG2,28.220388467502154,0.16248582413269852,160225,0.509284557431233
ENSG00000843,CEP350,41.343512867756026,0.2722951891557567,190257,0.31058503263497494
ENSG00062357,ALOX15,59.10279238731854,0.2140330059157718,109140,0.5305005898694527
ENSG00073175,SMO,87.9051760003303,0.603663637247652,154264,0.31443837575347194
ENSG00052898,MTR,34.71908599852509,0.8191773029377605,12458,0.5249087964985415
ENSG00073592,KIAA0190,32.2222493350274,0.38006006514829704,90663,0.6606923269623699
ENSG00011454,RBPMS,51.887996078829204,0.20865766384646112,120181,0.33258185608112084
ENSG00029255,MTR,4.975586701799795,0.7860639714746657,39428,0.36123375265835517
ENSG00015857,MBOAT2,72.14245679077395,0.4066661200656895,72875,0.43439824404121463
ENSG00039740,ALOX12,75.60195762488357,0.5000148934998334,26199,0.5818179704842705
ENSG00048259,MAP3K4,21.269224867472268,0.6015725710613731,197531,0.5494805319114529
ENSG00043986,NCOR2,15.694029570856527,0.808240871553807,190413,0.5588352624611926
ENSG00094875,NCOR2,80.2369559659916,0.5476650516492976,23205,0.6367372720970637
ENSG00078865,ZDHHC20,99.36531430243905,0.546247765408006,9818,0.4634514932363827
ENSG00080911,MTR,90.67626089195318,0.4938268437747916,178062,0.4854520805662486
ENSG00030004,ALOX12,41.14117745878582,0.9740722949477351,84381,0.5082622068601117
ENSG00039966,NCOR2,54.068564877184336,0.32938619032600813,169906,0.6445549651367765
ENSG00077632,MBOAT2,0.6919349342916936,0.8815617106301554,65252,0.6151275083403498
ENSG00096431,STAG2,37.9408378658582,0.24053542557290386,119086,0.46097727166938857
ENSG00058928,PTK2,98.03273013464967,0.47533762313224726,15190,0.5481112967463249
ENSG00024692,ALOX15,54.7525907898876,0.7883125420490567,130305,0.45710851076759274
ENSG00001024,RBPMS,56.81634736788982,0.4145970646151297,137758,0.5126220345122728
ENSG00044992,MTR,54.31868911326065,0.32047173265072726,107105,0.4745699197626835
ENSG00033475,DNMT3B,2.053424272079707,0.597906393320898,162274,0.5013557674855565
ENSG00076319,TANC2,17.484531065266417,0.2546215950430697,13725,0.5761307777443925
ENSG00045612,TTN,7.923368869322545,0.38347473960082545,124657,0.6434818307853002
ENSG00085551,TTN,25.75950236793415,0.39934465303595124,118745,0.48601994661264414
ENSG00090145,TTN,70.51819275102686,0.7380728252391788,190995,0.5767805713460882
ENSG00038940,PTK2,95.3516625317571,0.8634685387958688,164011,0.5098286961471983
ENSG00031025,NCOR2,78.50279473233465,0.2485635874501384,192861,0.5940036821709562
ENSG00043118,ALOX15,38.08635150733104,0.6561348651505621,175621,0.42042436687793455
ENSG00041079,KIAA0190,4.829325154800069,0.9237945618117842,97117,0.5573245902948742
ENSG00012068,DNMT3B,0.5241209436590566,0.3769506214191045,157644,0.6245248390324241
ENSG00007407,SMO,28.977907905845235,0.18022238764070475,185948,0.3949112647269135
ENSG00079791,DNMT3B,4.215178882012005,0.068316417675086,2547,0.3427544424722009
ENSG00042369,MBOAT2,43.73228552561049,0.495130249213131,145342,0.5810332523490753
ENSG00004347,TTN,89.18198372792936,0.054143204179922244,64337,0.55285812470969
ENSG00014143,CEP290,8.274663169702345,0.41077138941401514,13652,0.6721180834043616
ENSG00020494,PTK2,73.04626915206049,0.680089835158115,1754,0.46143873723586465
ENSG00097071,FOXP1,32.289347640170774,0.38880807100754733,185411,0.5002684320234732
ENSG00029132,STAG2,37.59399790868076,0.12300714658680156,78908,0.4286747092723487
ENSG00038004,NCOR1,5.46419875098243,0.8034236717678488,96000,0.38339644302344833
ENSG00049221,EBP,36.00289236847636,0.022971403985507455,77969,0.6816525755912679
ENSG00011892,ALOX12,16.336278034607087,0.17263008529356982,194369,0.40397167825094504
ENSG00061858,DNMT3B,88.12841699666778,0.2606444808983107,192520,0.6463466459737016
ENSG00050741,KIAA0190,54.89284365709673,0.4968346699417395,3604,0.5367920632560481
ENSG00065590,PTK2,72.50655550105536,0.7855868904964456,69017,0.6260405509510549
ENSG00088343,PTK2,78.67608851636703,0.4364890990725607,115364,0.528508520722336
ENSG00004925,CEP350,21.63867885300941,0.8499168091553403,128862,0.5063788371666459
ENSG00009046,NCOR1,21.893439203060773,0.512273048143978,137657,0.5234489817331127
ENSG00050456,PPFIA2,75.60735258859208,0.40487307147969176,77185,0.4095816000957728
ENSG00090291,PTK2,2.8795540384483287,0.6293851975602942,25400,0.3715203280815464
ENSG00039800,NCOR2,42.60570021768027,0.34258726306227916,33569,0.35207283641810555
ENSG00082383,TTN,80.16477447458959,0.22261077456506295,10219,0.40296356196177485
ENSG00089756,ZDHHC20,42.5166357010682,0.16059706223501347,73407,0.4539540947063811
ENSG00088092,STAG2,49.29148577794293,0.6485380382001326,62540,0.4944962208521909
ENSG00091306,ALOX12,14.721206572221469,0.43719199837483325,110572,0.32558451713469455
ENSG00030939,EBP,86.93365848129375,0.5882113692390302,97986,0.5924078732368747
ENSG00053279,RERE,78.68155278969253,0.08556078156319014,2282,0.5007184916306896
ENSG00095408,DNMT3B,41.64547972490566,0.9386166341010046,23775,0.49274653869344065
ENSG00069208,SMO,59.95702706056739,0.7541160701275545,185855,0.4068469172003015
ENSG00020037,FCHO2,16.406173909718845,0.5798766909571342,54081,0.47811201200595677
ENSG00000964,PTK2,17.37703875883533,0.7749968333479995,68948,0.6412698923925331
ENSG00084497,ANKS6,63.60445304670564,0.36318060014139775,7103,0.35315813195899537
ENSG00019824,SMO,30.0718870992829,0.5909119918974496,22417,0.3648193094124222
ENSG00035899,FCHO2,9.174550410902027,0.7984546033990708,155480,0.3410222646245591
ENSG00032232,NCOR1,36.570708290106246,0.5458727427176023,23138,0.30010670460858874
ENSG00097322,MBOAT2,48.144748620553514,0.5216321654298394,174493,0.5747853556270699
ENSG00048463,ANKS6,74.31878030980279,0.2894791643013156,40429,0.4887730696542536
ENSG00014500,MTR,82.6470780150327,0.4959543774909916,161944,0.6535671871822433
ENSG00033501,ALOX12,64.66169039765019,0.49798591055017516,62367,0.43313048076584404
ENSG00028590,MAP3K13,91.70501255170744,0.533784620215321,38264,0.6055589587065651
ENSG00083407,NCOR1,73.06320901655991,0.7251091989833139,9811,0.5678306177640732
ENSG00018630,HNRNPU,80.17632351896623,0.5940787898039213,132005,0.49393169967350226
ENSG00064237,FCHO2,36.12951537768559,0.9838864673741943,181870,0.46709718914765186
ENSG00033995,PTK2,3.1581440514511616,0.6640053298187616,126151,0.514564512921572
ENSG00041572,NCF2,15.965043500841459,0.6413890792191032,94275,0.41965295479151915
ENSG00004665,FOXP1,25.79615211137475,0.4822613463029405,107638,0.5463687190716218
ENSG00025937,Sestd1,11.19539845086921,0.15168091871547806,85093,0.5484224363213633
ENSG00072200,MTR,97.1506088569839,0.4830827634411099,1966,0.3183622121593053
ENSG00001313,ALOX15,17.175987961337302,0.3267547505363234,170655,0.5964293326734156
ENSG00076412,MBOAT2,84.42716602714384,0.574998361562349,34070,0.6340470148966076
ENSG00034493,TTN,98.53413379559642,0.7569553904927575,63340,0.6581259224789475
ENSG00078091,PTK2,59.972628226551585,0.6370103008777153,15782,0.6344180932238214
ENSG00083464,MBOAT2,88.72661395308053,0.12476123608622214,65667,0.5501408702869135
ENSG00065776,PPFIA2,19.210302536394586,0.9635604711806092,87347,0.3420045648358183
ENSG00088793,HNRNPU,14.880314995445277,0.4235850512205991,64717,0.5634011943985199
ENSG00049284,ALOX12,62.88702418812786,0.17967427044096174,88900,0.37247006414344574
ENSG00074403,Sestd1,1.867292616202576,0.24048575652117277,45312,0.47928962964921407
ENSG00053397,RERE,11.754884847144742,0.5397534596228551,161454,0.5819265631766466
ENSG00042261,ALOX12,95.08752560402016,0.602942145097213,20758,0.48521815006264785
ENSG00061406,MBOAT2,79.27891740319288,0.8418516678063669,137181,0.5806137108890694
ENSG00066705,CEP350,59.18853425440255,0.6195909471637532,86267,0.6071966357412288
ENSG00029848,CDR2,69.10207108769035,0.37597117408016856,96535,0.6893498191628251
ENSG00018102,PPFIA2,63.645036101856824,0.9256287871176041,127466,0.4403071398652302
ENSG00080531,PTK2,45.42482168487436,0.7678293037900349,168620,0.6920677492054869
ENSG00055550,TTN,81.48395505140819,0.2345819435733617,64308,0.3678422325427447
ENSG00022184,ALOX15,18.65906537150974,0.6211719544802695,129588,0.5151261242928735
ENSG00087344,MAP3K4,17.277736942591837,0.5746257027518722,105565,0.35201936570322756
ENSG00072588,TANC2,86.31090542110174,0.9877890660721595,140697,0.6917802481040158
ENSG00096369,MTR,26.771922218291266,0.6468123217622628,176035,0.5992042595201217
ENSG00059102,ITCH,40.32658251693969,0.6084455371055097,39465,0.3258258365041627
ENSG00045989,ALOX12,30.517711273279534,0.7039345945278631,171842,0.399359385384888
ENSG00093165,TTN,56.76719060845225,0.5951793789304654,122546,0.5610240784297664
ENSG00069207,RERE,51.16847318433041,0.6436556835809976,138716,0.5934308148871783
ENSG00051346,RBPMS,40.74644212839195,0.9912002817849921,18024,0.47186309963789547
ENSG00003557,STAG2,47.232455415341846,0.07431387854275984,95730,0.6593998694306951
ENSG00060527,ITCH,51.622694227988276,0.14640469203273254,48845,0.6369310490582378
ENSG00054164,DNMT3B,81.74677615782294,0.82203743004722,185187,0.603593915097012
ENSG00001344,FAM58A,53.41605049693573,0.8157601763045701,115022,0.6586788752247904
ENSG00078705,Sestd1,86.61630186805878,0.7390150089479252,45300,0.3451881697149932
ENSG00091100,PTK2,64.01336261098339,0.09546580744778543,63630,0.48285650821915943
ENSG00028309,MAP3K13,51.21692991985406,0.7314477751675625,74373,0.4147996084297522
ENSG00071528,ANKS6,41.834546022104554,0.18170000599797276,92014,0.5321962184719001
ENSG00064464,CEP350,97.785652485165,0.34717466004803355,181440,0.6671983557521528
ENSG00047286,SMO,3.2943833307919723,0.9956402390765763,139642,0.4262068796094205
ENSG00083196,ITCH,84.35606383548254,0.06479507840444043,180686,0.6930904093042212
ENSG00073628,HIPK3,71.19379683867666,0.4398470357999922,5303,0.4367593765394151
ENSG00060311,ANKS6,9.247491832516964,0.45427588618179837,168626,0.4014856674840589
ENSG00063606,DNMT3B,40.77132031599171,0.23941091320097074,87143,0.5263486456664989
ENSG00095510,RERE,79.3502313721729,0.5181350884592314,120795,0.5223292227932121
ENSG00055718,ITCH,7.551323623138972,0.6578148690477834,140843,0.36798287530380586
ENSG00053903,EBP,36.161044188284144,0.8780387297385331,1299,0.3762079447613294
ENSG00000618,TANC2,4.573028348164043,0.8610671736451911,91151,0.37225617443672926
ENSG00014247,FAM58A,33.40831553242523,0.8545032670397857,148932,0.30553409490887146
ENSG00011710,NCOR2,14.114841700385583,0.6708850136900424,152755,0.4242094122225523
ENSG00085294,MTR,22.27336317256804,0.3407169431256468,79246,0.321357487838599
ENSG00060042,FCHO2,62.49525722150216,0.14128158940634528,91706,0.6906141901298075
ENSG00031791,FOXP1,42.203861528016084,0.3894793044612259,198732,0.6546703050272884
ENSG00092456,ANKS6,3.5599019649001584,0.2436905730769624,61439,0.6475382817807301
ENSG00016434,NCOR2,18.930670031964958,0.919590299790817,5358,0.6922990635650997
ENSG00083047,RERE,12.96816850354875,0.815350113108895,47160,0.3316424296648806
ENSG00051042,FOXP1,20.48458636745698,0.5183078293448556,21870,0.42286697172346704
ENSG00058619,CEP290,98.94656490987768,0.18530895010079595,179384,0.695708007025007
ENSG00047896,MBOAT2,10.200306709114404,0.1057754444104907,190251,0.47530108484927636
ENSG00093831,NCOR2,64.07975805575416,0.6667088488888244,163920,0.49602452183318035
ENSG00066302,RBPMS,64.80031336477087,0.860561456760859,96000,0.37496967247667823
ENSG00044218,PTK2,2.7862008359886503,0.9701664861497921,179275,0.5778720809825642
ENSG00061087,ALOX15,42.60376583001424,0.5668978117746787,161013,0.4468740867435239
ENSG00034148,STAG2,9.679448363544296,0.701364916244146,199709,0.5010877973987343
ENSG00022102,ANKS6,9.372987261675824,0.41819773882829325,124332,0.33556857987884925
ENSG00073299,FCHO2,59.49699451100331,0.7030365312696794,171763,0.33991419120930116
ENSG00050127,CDR2,48.018762387495464,0.28445951806185255,44316,0.6706319986878655
ENSG00077918,HIPK3,94.89892309391873,0.5949203942452626,15540,0.5342470230433247
ENSG00095513,TANC2,99.25848644985456,0.1926342753528275,39811,0.5488553968729316
ENSG00047958,PTK2,85.84862742484735,0.9502456790749018,184282,0.4765989474495733
ENSG00018819,ZDHHC20,28.863054543387754,0.21813085417392197,11277,0.5741674857038843
ENSG00080959,CEP290,7.606883278052045,0.599653633675704,84291,0.5689072453140008
ENSG00073739,FAM58A,82.2113546690681,0.5799818458729065,35941,0.3265404981042894
ENSG00055903,NCOR1,67.89162767859868,0.8572140173679813,38038,0.5793271158672229
ENSG00060361,MTR,54.731215679473486,0.7429654839019287,147861,0.620496480679853
ENSG00083967,Sestd1,79.75902740725313,0.1139752943104474,28861,0.5017025670644926
ENSG00062450,MAP3K4,68.75542538908151,0.4520225616847602,44130,0.4044640032391002
ENSG00028736,MBOAT2,45.18637124747089,0.7801987217597345,28230,0.3594221095532472
ENSG00087220,NCF2,7.237134566811432,0.23411441268784194,52562,0.6269207814863005
ENSG00067441,KIAA0190,11.149883657528791,0.23166474936616543,96757,0.5637795209228114
ENSG00024904,RERE,13.766737972524778,0.8086393756220602,89801,0.3018714732832817
ENSG00045199,TANC2,27.864311143203967,0.7360319602659807,55090,0.3185947892855853
ENSG00052916,KIAA0190,64.97424546402259,0.13585966559888163,117551,0.310318581104087
ENSG00063968,ALOX15,54.028353966413675,0.4103136635568664,116959,0.437063173428766
ENSG00032316,ITCH,75.39655381999928,0.03917863070251126,183042,0.6088263758823625
